nombre_organizacion,sector_organizacion,pais_organizacion,tamano_empleados_organizacion,codigo_brecha,fecha_ocurrencia,fecha_deteccion,vector_ataque,severidad_incidente,registros_afectados_total,costo_estimado_total,codigo_usuario,pseudonimo_usuario,email_hash_usuario,pais_residencia_usuario,fecha_registro_usuario,tipo_dato_expuesto,categoria_sensibilidad_dato,fecha_notificacion_usuario
Adams LLC,Tecnologia,Mexico,2500,BR-00568,2024-04-12,2024-09-26,Explotacion de Vulnerabilidad Sin Parche,Critica,3223586,6137254.09,US-002377,user_brandonclark_2376,e541658172a4b666fcd3aa552ce7440b,Ecuador,2018-01-02,Correo Electronico,Media,2024-10-24
"Gibson, Lowe and Lawson",Tecnologia,Uruguay,25000,BR-00354,2021-10-07,2022-04-03,Ataque a Cadena de Suministro,Critica,2665178,23402294.51,US-004482,user_carlsonangela_4481,a466e9bd62342ffc72a3ab9a73c3ceaf,Estados Unidos,2020-08-05,Correo Electronico,Media,2022-06-04
"Mason, Hanson and Graham",Gobierno,Chile,5000,BR-00711,2024-01-11,2024-06-24,Inyeccion SQL,Alta,1821561,16832538.68,US-001401,user_asteele_1400,f53abad8c239d1196f297262a026942a,Estados Unidos,2022-02-02,Correo Electronico,Media,2024-07-12
Little-Garcia,Manufactura,Panama,50,BR-00302,2024-03-30,2024-05-25,Credenciales Filtradas de Terceros,Alta,4700931,1047493.43,US-001267,user_orivera_1266,5eaabd1e4d3ad3b92152888b585c3230,Mexico,2025-02-16,Numero de Tarjeta de Credito,Critica,2024-06-19
Goodman PLC,Turismo,Ecuador,50000,BR-00655,2024-12-20,2025-07-27,Ataque a Cadena de Suministro,Alta,1294225,22430727.28,US-001774,user_qrichardson_1773,3a8127fc73f3a4225f636fce4eea96ba,Estados Unidos,2026-05-21,Contrasena,Alta,2025-07-29
Powell Ltd,Gobierno,Brasil,50,BR-00742,2026-04-27,2026-08-23,Malware,Critica,1847892,13358107.46,US-001418,user_xfoley_1417,48d322194d18366195aaa727d1ba0c47,Ecuador,2022-10-24,Contrasena,Alta,2026-09-19
Adams-Fowler,Tecnologia,Brasil,100,BR-00511,2024-11-15,2024-11-30,Credenciales Filtradas de Terceros,Alta,530301,3881829.22,US-003275,user_gutierrezbrady_3274,0392220a5b6c0d6e22e05f2bcf32d3fa,Argentina,2022-03-15,Historial Medico,Critica,2024-12-13
"Weaver, Garcia and Hunter",Tecnologia,Espana,50,BR-00269,2025-09-24,2025-10-01,Configuracion Erronea de Servidor,Critica,1329071,11396244.17,US-006181,user_joyce68_6180,985e7a4e64353277c99a4bc34666e633,Peru,2017-11-29,Direccion Fisica,Media,2025-11-28
Walton LLC,Salud,Espana,2500,BR-00267,2021-12-13,2022-05-21,Configuracion Erronea de Servidor,Media,2207459,20594896.42,US-004683,user_michael09_4682,0be06a46c1cc2a874766581939f03ace,Costa Rica,2023-06-24,Correo Electronico,Media,2022-05-26
Baker-Stewart,Telecomunicaciones,Argentina,100,BR-00111,2022-12-11,2023-07-28,Inyeccion SQL,Critica,1820567,330125.63,US-006185,user_whunt_6184,6c7902d1d8024ba57ecbb78cfd0ed57d,Chile,2023-11-18,Correo Electronico,Media,2023-09-18
Adams LLC,Tecnologia,Mexico,2500,BR-00719,2022-12-30,2023-03-02,Ataque de Fuerza Bruta,Media,3855162,7637447.18,US-006336,user_boydshirley_6335,ff4b8d6c88537da5c5b851d3f7cd99ef,Costa Rica,2018-11-05,Numero Telefonico,Baja,2023-04-03
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00243,2022-04-25,2022-08-21,Phishing,Alta,2401463,16514137.5,US-005413,user_randall14_5412,3d81daf2d0bd2dbbf893c319568d8eca,Peru,2019-06-25,Numero Telefonico,Baja,2022-09-19
"Fox, Odom and Colon",Retail,Chile,50000,BR-00737,2025-04-25,2025-08-07,Ataque a Cadena de Suministro,Critica,3145984,6649359.72,US-001889,user_erin67_1888,0950368d78bc74222870b2f277613f08,Panama,2017-03-01,Nombre Completo,Baja,2025-09-16
"Mack, White and Mckinney",Salud,Mexico,100,BR-00010,2026-04-01,2026-08-22,Ataque de Fuerza Bruta,Critica,2371984,4988373.05,US-001078,user_michelle81_1077,7be864264dfe3258d89263065e360247,Costa Rica,2017-11-30,Correo Electronico,Media,2026-09-22
Lynn-Garcia,Energia,Mexico,25000,BR-00088,2021-11-10,2021-12-20,Inyeccion SQL,Baja,4928216,9267765.57,US-001346,user_michaelkeller_1345,02f2d203ed26b25cd69b16647f51dcc8,Colombia,2020-12-01,Numero Telefonico,Baja,2022-03-06
Hunt PLC,Finanzas,Ecuador,100,BR-00677,2022-05-02,2022-06-01,Ataque de Fuerza Bruta,Alta,981851,8048368.86,US-006898,user_jacksondavid_6897,b6d65cdd041a7d4e70f504c61286e5bb,Argentina,2017-12-02,Correo Electronico,Media,2022-08-28
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00611,2023-08-01,2023-08-26,Ransomware,Baja,2209043,5693408.11,US-001672,user_ibruce_1671,bcde04d98fdc847c7755dd8c826e3b25,Costa Rica,2018-07-30,Numero de Tarjeta de Credito,Critica,2023-09-18
"Hunt, Brown and Hudson",Gobierno,Colombia,250,BR-00082,2023-06-30,2024-02-14,Ataque a Cadena de Suministro,Alta,3850548,8203938.09,US-001744,user_mccoylinda_1743,b577893820ee2e13058835f9e666309b,Mexico,2024-08-22,Historial de Transacciones,Alta,2024-04-14
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00743,2024-04-21,2024-05-02,Ataque a Cadena de Suministro,Critica,404683,2596765.36,US-000634,user_joseph03_633,b3bdeff5fe078c3922d5324e1e864eb2,Uruguay,2020-03-05,Historial de Transacciones,Alta,2024-05-26
Vargas PLC,Gobierno,Brasil,100,BR-00264,2025-03-20,2025-05-28,Ransomware,Alta,1034579,9210344.41,US-006612,user_lauraschmidt_6611,dd388972fc7598fd546cd8641ca737cf,Chile,2019-06-28,Numero Telefonico,Baja,2025-07-11
Farmer-Hurst,Manufactura,Espana,500,BR-00639,2026-03-05,2026-08-15,Ransomware,Media,3032372,17849284.07,US-006886,user_cheryl56_6885,7511aec24df265cde52475e4d523c565,Mexico,2017-12-29,Numero de Identificacion,Alta,2026-09-22
Martinez Ltd,Retail,Estados Unidos,100,BR-00227,2025-03-20,2025-04-20,Insider Malicioso,Critica,4598837,23384325.61,US-006160,user_anorris_6159,38f2cffa8d2c9e0e022ed41af1a1fdc8,Chile,2023-08-29,Historial de Transacciones,Alta,2025-06-29
Freeman-Martin,Educacion,Colombia,2500,BR-00792,2023-12-21,2024-05-03,Insider Malicioso,Media,1593891,6006605.11,US-003788,user_michael36_3787,f2668dd9eb2b1d4afb639f861c9c810c,Costa Rica,2022-11-29,Nombre Completo,Baja,2024-07-08
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00343,2021-10-23,2022-03-14,Ataque a Cadena de Suministro,Media,3518126,21646861.85,US-003186,user_marklindsey_3185,21eb9f5b2899ccd81a8b6bb7c74ac941,Mexico,2021-07-31,Numero Telefonico,Baja,2022-04-28
Bell-Williams,Retail,Colombia,250,BR-00628,2023-01-14,2023-07-17,Ransomware,Baja,614917,18938085.18,US-005011,user_estewart_5010,acec5599cec2ddcbed8ec4b4fa8768d2,Ecuador,2018-11-23,Historial de Transacciones,Alta,2023-09-02
Harris-Allen,Retail,Mexico,25000,BR-00029,2021-12-02,2022-06-04,Inyeccion SQL,Critica,2513598,22781032.02,US-005739,user_heather52_5738,928cd1ee86ce99db4296c9fc575e6d4b,Colombia,2018-09-10,Numero de Identificacion,Alta,2022-07-07
Johnson Group,Tecnologia,Uruguay,50000,BR-00440,2025-08-27,2026-01-21,Ransomware,Alta,2751775,3805959.53,US-004302,user_julian99_4301,ebd8e53a1232e78e91c3160abb53cba4,Espana,2024-11-09,Numero Telefonico,Baja,2026-03-20
"Acosta, Williams and Mcmillan",Energia,Costa Rica,25000,BR-00047,2025-12-02,2026-01-06,Ataque de Fuerza Bruta,Critica,2331751,22839524.73,US-007791,user_jill51_7790,0eb3ade50c9763b5b8af834bc3cfd822,Espana,2017-06-01,Fecha de Nacimiento,Baja,2026-02-27
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00760,2024-01-05,2024-08-23,Credenciales Filtradas de Terceros,Critica,3273073,22678945.55,US-001831,user_benjaminhowell_1830,e16c1c4d0154c38714a8c7c9d455b166,Chile,2017-12-15,Nombre Completo,Baja,2024-09-12
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00484,2022-10-22,2022-11-26,Explotacion de Vulnerabilidad Sin Parche,Alta,676951,18369945.42,US-000172,user_christopher14_171,68c1927c48d51eab2fdd4b3696419c1e,Colombia,2026-01-13,Contrasena,Alta,2022-12-22
Freeman-Martin,Educacion,Colombia,2500,BR-00101,2022-09-05,2023-03-18,Inyeccion SQL,Alta,1964102,21313582.37,US-006371,user_tcrawford_6370,ab3242544b4ea4dc7a60cd10a9b827b9,Mexico,2017-11-21,Correo Electronico,Media,2023-04-21
Conrad PLC,Gobierno,Peru,50,BR-00401,2023-08-16,2023-08-26,Explotacion de Vulnerabilidad Sin Parche,Critica,4774944,23692766.32,US-004550,user_sharper_4549,54fa27a466013f0292123192fac3199c,Estados Unidos,2025-05-07,Numero de Tarjeta de Credito,Critica,2023-09-27
Murphy-Mullins,Retail,Ecuador,1000,BR-00437,2026-01-26,2026-09-16,Insider Malicioso,Baja,230061,8320145.31,US-007440,user_dtate_7439,ebfb8bafd8f615ca77687ab1431d90ad,Panama,2016-10-19,Numero de Identificacion,Alta,2026-09-22
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00105,2023-05-30,2023-12-10,Ataque de Fuerza Bruta,Baja,3982557,8343808.12,US-003932,user_sabrina76_3931,b77ed9377f798819b22318b377408fde,Chile,2017-11-18,Fecha de Nacimiento,Baja,2024-03-03
Bonilla-Reynolds,Gobierno,Brasil,50,BR-00249,2026-09-15,2026-09-22,Phishing,Media,132497,17204054.46,US-004343,user_jasonhines_4342,4be8b285941335540bcfed12102cc41d,Ecuador,2021-10-07,Historial de Transacciones,Alta,2026-09-22
Goodman PLC,Turismo,Ecuador,50000,BR-00054,2022-09-27,2023-04-08,Inyeccion SQL,Baja,3060281,22928951.52,US-005363,user_williamhudson_5362,0384ad4f6a8916384101126c749b2c9e,Costa Rica,2023-10-28,Direccion Fisica,Media,2023-07-03
Adams-Fowler,Tecnologia,Brasil,100,BR-00509,2026-06-16,2026-09-22,Credenciales Filtradas de Terceros,Baja,3843819,14815459.54,US-000364,user_murphyevan_363,e17e5e5277f8e36c1417289439593360,Mexico,2026-08-19,Direccion Fisica,Media,2026-09-22
Gallegos-Wilkerson,Salud,Panama,25000,BR-00656,2023-07-01,2023-08-25,Phishing,Critica,1633430,4005876.55,US-002936,user_robert98_2935,7473c0e186772e5265bca20e60b92f4e,Colombia,2026-08-09,Fecha de Nacimiento,Baja,2023-09-12
Conrad PLC,Gobierno,Peru,50,BR-00663,2022-07-23,2022-09-07,Credenciales Filtradas de Terceros,Critica,2483796,12255531.74,US-006152,user_fmiller_6151,1029dfa5714e9cd65f5952c317288093,Chile,2021-03-31,Numero Telefonico,Baja,2022-10-29
Kemp-Perez,Finanzas,Costa Rica,100,BR-00773,2026-03-01,2026-09-17,Inyeccion SQL,Media,3299419,12473765.9,US-001324,user_sarahlee_1323,7a46b3ee7824574147339695f7ee53f8,Peru,2023-09-04,Nombre Completo,Baja,2026-09-22
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00327,2022-03-06,2022-06-26,Phishing,Media,207438,16118585.29,US-002499,user_adrianalane_2498,007944e98bb759a977c704d81d48b80f,Colombia,2018-03-03,Fecha de Nacimiento,Baja,2022-09-14
"Gibson, Lowe and Lawson",Tecnologia,Uruguay,25000,BR-00171,2021-11-16,2022-02-27,Insider Malicioso,Media,209281,766167.02,US-002766,user_parklisa_2765,3214ecdbc97d9c4d073333ecceca3516,Chile,2019-01-14,Historial de Transacciones,Alta,2022-05-20
Adams-Fowler,Tecnologia,Brasil,100,BR-00345,2024-01-07,2024-04-03,Insider Malicioso,Alta,559773,20992556.31,US-003903,user_milespatricia_3902,0fc39e97268ae4b4ad30e10bdbbc293e,Costa Rica,2016-11-02,Direccion Fisica,Media,2024-06-23
"Combs, Kent and Higgins",Retail,Argentina,50000,BR-00432,2025-12-13,2026-06-28,Phishing,Alta,4732792,17005556.86,US-003480,user_gregory78_3479,809a0b7e9c19b8a50603e0893f68d4a9,Ecuador,2024-09-06,Numero Telefonico,Baja,2026-07-29
Vargas PLC,Gobierno,Brasil,100,BR-00377,2023-06-24,2023-08-03,Ataque a Cadena de Suministro,Media,2737643,14492891.42,US-001523,user_jenna59_1522,60e5181a1ff02f41da067bf00c7ee349,Brasil,2020-06-16,Fecha de Nacimiento,Baja,2023-10-25
"Weaver, Garcia and Hunter",Tecnologia,Espana,50,BR-00403,2023-03-09,2023-09-01,Insider Malicioso,Alta,2195481,23430357.6,US-004838,user_barbararuiz_4837,02f1aadb6a6a297aeb68412af1dec176,Costa Rica,2019-12-15,Numero de Tarjeta de Credito,Critica,2023-09-08
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00685,2022-10-20,2023-01-19,Malware,Critica,2106641,11305577.86,US-003971,user_pshaw_3970,4eec6d7ac003e17031f60023e380254f,Argentina,2020-02-14,Fecha de Nacimiento,Baja,2023-02-14
Hunt PLC,Finanzas,Ecuador,100,BR-00640,2022-01-22,2022-03-28,Configuracion Erronea de Servidor,Critica,1987352,18615219.53,US-003877,user_zkane_3876,eafa4887cac9159c406918694a642874,Colombia,2021-12-27,Numero de Identificacion,Alta,2022-05-04
Lynn-Garcia,Energia,Mexico,25000,BR-00118,2023-12-03,2024-05-24,Ransomware,Alta,1365025,4186745.43,US-000651,user_vscott_650,98e076d4a64fc3cb85082e3b9fa79fef,Argentina,2017-11-30,Nombre Completo,Baja,2024-08-12
Conrad PLC,Gobierno,Peru,50,BR-00309,2023-08-09,2024-04-04,Explotacion de Vulnerabilidad Sin Parche,Baja,702222,24988812.42,US-003172,user_salazarmartha_3171,8990a580e5be31ba332e5244b52877b5,Colombia,2018-07-10,Contrasena,Alta,2024-04-28
Little-Garcia,Manufactura,Panama,50,BR-00142,2024-07-18,2024-08-19,Insider Malicioso,Alta,4440426,810180.22,US-003184,user_markkennedy_3183,cce833c67d02caaf4bdc97f522d73cc4,Colombia,2019-04-17,Historial de Transacciones,Alta,2024-10-22
Freeman-Martin,Educacion,Colombia,2500,BR-00008,2025-07-07,2025-11-25,Ataque a Cadena de Suministro,Media,3780884,3420691.33,US-000795,user_cynthia64_794,423b56591d7de3b8abc187646cf26113,Ecuador,2022-09-19,Numero de Identificacion,Alta,2025-12-09
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00800,2025-11-30,2026-01-28,Explotacion de Vulnerabilidad Sin Parche,Baja,1505188,24122155.85,US-007033,user_jamiesimpson_7032,07c6c4715680b3dadea65862960ef33f,Ecuador,2026-03-02,Numero Telefonico,Baja,2026-03-30
Murphy-Mullins,Retail,Ecuador,1000,BR-00381,2026-06-08,2026-07-12,Phishing,Critica,2476885,2593358.02,US-002792,user_fblanchard_2791,ffe4af94e14fa6a957bda8b9f5793f8d,Panama,2019-04-20,Contrasena,Alta,2026-09-22
"Jefferson, Smith and Wilkerson",Telecomunicaciones,Peru,10000,BR-00346,2021-10-20,2022-02-12,Ransomware,Baja,3669530,6978556.27,US-006959,user_csanders_6958,f8bb2588810417806450893094abf28d,Uruguay,2020-05-05,Numero de Identificacion,Alta,2022-03-29
Cruz-Schultz,Energia,Panama,50,BR-00317,2023-06-10,2023-11-27,Explotacion de Vulnerabilidad Sin Parche,Critica,1240119,6052297.91,US-007421,user_kaylahamilton_7420,dac0fb22089aa0f61973eae2cf4ddbf8,Uruguay,2019-08-19,Historial Medico,Critica,2024-02-18
Murphy-Mullins,Retail,Ecuador,1000,BR-00437,2026-01-26,2026-09-16,Insider Malicioso,Baja,230061,8320145.31,US-005903,user_christopher46_5902,ab3da39028e37a64bd87bd738d742df6,Ecuador,2021-07-23,Numero de Tarjeta de Credito,Critica,2026-09-22
Perkins Inc,Telecomunicaciones,Costa Rica,10000,BR-00019,2025-09-20,2026-01-24,Credenciales Filtradas de Terceros,Alta,4885304,20995585.74,US-007713,user_douglas38_7712,e44bb18640550dec5d2be3c86d36a6b8,Uruguay,2021-11-26,Historial de Transacciones,Alta,2026-03-28
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00747,2024-10-18,2024-11-20,Explotacion de Vulnerabilidad Sin Parche,Critica,4250303,24766546.11,US-005446,user_lisa04_5445,d11edc47f6374b36d94709e932729035,Brasil,2019-09-14,Direccion Fisica,Media,2025-01-23
Collins-Harris,Educacion,Peru,1000,BR-00676,2025-10-10,2025-12-17,Inyeccion SQL,Critica,4471124,23187475.02,US-000945,user_richard91_944,f4e3a798c1e28d53232a1bbc0461d395,Panama,2017-09-29,Contrasena,Alta,2026-03-08
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00041,2025-11-01,2026-06-23,Ataque a Cadena de Suministro,Baja,4861065,22809261.61,US-000818,user_austinwilkins_817,1549dacddd6e0027ebfdb865b37d0964,Costa Rica,2023-06-26,Contrasena,Alta,2026-06-25
Bell-Williams,Retail,Colombia,250,BR-00143,2022-04-29,2022-11-01,Explotacion de Vulnerabilidad Sin Parche,Critica,2849173,14359482.71,US-007448,user_jessica05_7447,a198c0616fad46c4bcb6c7dced625309,Panama,2019-01-16,Correo Electronico,Media,2022-12-06
Lynn-Garcia,Energia,Mexico,25000,BR-00229,2022-03-30,2022-04-07,Inyeccion SQL,Media,1147069,6882286.9,US-001028,user_fkirk_1027,10755deb9bbc3ccd190f37b589ebc181,Chile,2024-04-20,Contrasena,Alta,2022-04-28
"Mason, Hanson and Graham",Gobierno,Chile,5000,BR-00519,2023-07-04,2024-01-31,Credenciales Filtradas de Terceros,Baja,130446,24227751.87,US-001381,user_skeller_1380,2c7b35f176e3eed2438ac8c7dbfeeda9,Argentina,2024-12-06,Fecha de Nacimiento,Baja,2024-03-30
"Jefferson, Smith and Wilkerson",Telecomunicaciones,Peru,10000,BR-00224,2025-05-12,2025-10-06,Ataque a Cadena de Suministro,Media,3363246,2668191.73,US-003082,user_lisamorgan_3081,3a8f3698c86827723978d5a9a440c5d8,Estados Unidos,2025-02-15,Historial de Transacciones,Alta,2025-11-10
Martinez Ltd,Retail,Estados Unidos,100,BR-00744,2022-01-04,2022-08-19,Configuracion Erronea de Servidor,Baja,1146257,18430997.97,US-000975,user_jacobgibson_974,5ae26c53012b1f2c5ea6ebd72fac83e0,Ecuador,2025-09-17,Numero de Identificacion,Alta,2022-10-25
Little-Garcia,Manufactura,Panama,50,BR-00200,2026-07-06,2026-08-12,Explotacion de Vulnerabilidad Sin Parche,Media,4119538,13070398.76,US-004486,user_xlee_4485,07c8cc50d74176e9018493cf65ec6243,Mexico,2016-10-11,Contrasena,Alta,2026-09-22
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00390,2024-09-05,2024-10-07,Ataque a Cadena de Suministro,Critica,1264864,440497.93,US-003864,user_david02_3863,46267069d3d6771a4cbb998b0b5b10f0,Uruguay,2018-07-25,Contrasena,Alta,2024-12-31
Martinez Ltd,Retail,Estados Unidos,100,BR-00635,2025-03-12,2025-11-02,Ataque de Fuerza Bruta,Alta,3153640,7847593.22,US-003152,user_rclark_3151,0ea7a83be643cc9754a11b840c654904,Panama,2018-10-29,Numero de Identificacion,Alta,2025-12-26
"Mack, White and Mckinney",Salud,Mexico,100,BR-00638,2022-02-14,2022-09-05,Inyeccion SQL,Media,312293,12400258.02,US-001393,user_estradajohn_1392,b3e21a31a7dc1ecc1068c658aeda5628,Panama,2019-09-06,Historial de Transacciones,Alta,2022-10-09
"Acosta, Williams and Mcmillan",Energia,Costa Rica,25000,BR-00185,2022-09-25,2022-10-02,Insider Malicioso,Baja,4150409,5048539.7,US-003434,user_ydeleon_3433,d2e327f584e768f4e10ea879642fa5e8,Costa Rica,2016-10-14,Contrasena,Alta,2022-12-08
"Clark, Cox and Schmidt",Finanzas,Brasil,25000,BR-00530,2022-02-07,2022-05-26,Credenciales Filtradas de Terceros,Baja,2416735,23246024.54,US-004162,user_kellyjasmine_4161,44578d0cdac5f6c54e8a2ec1c5dbe064,Brasil,2017-08-17,Numero de Identificacion,Alta,2022-06-03
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00605,2026-05-26,2026-07-29,Insider Malicioso,Alta,4187784,8383503.84,US-004366,user_wsmall_4365,95d5d04315ad11896f0ed33430f711f6,Peru,2025-10-04,Historial Medico,Critica,2026-08-15
Farmer-Hurst,Manufactura,Espana,500,BR-00639,2026-03-05,2026-08-15,Ransomware,Media,3032372,17849284.07,US-007557,user_vdavis_7556,487789670c3534236eeb336e712a2f9d,Costa Rica,2022-04-01,Historial Medico,Critica,2026-09-22
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00223,2025-11-08,2026-03-27,Ataque a Cadena de Suministro,Media,4701082,1699298.19,US-003756,user_xalvarez_3755,023bf16ed84552f803fb94fa7f5f6d28,Uruguay,2018-02-24,Correo Electronico,Media,2026-04-25
Bell-Williams,Retail,Colombia,250,BR-00042,2023-11-15,2024-02-05,Configuracion Erronea de Servidor,Media,1707227,6412202.34,US-006147,user_sabrina54_6146,930e7b527620830a4568acd7741e9abf,Mexico,2021-01-22,Numero de Tarjeta de Credito,Critica,2024-02-07
"Fox, Odom and Colon",Retail,Chile,50000,BR-00737,2025-04-25,2025-08-07,Ataque a Cadena de Suministro,Critica,3145984,6649359.72,US-003178,user_thomaswright_3177,a6ccf7f3c0be663f555c888541f98082,Peru,2017-04-01,Numero Telefonico,Baja,2025-10-27
Perkins Inc,Telecomunicaciones,Costa Rica,10000,BR-00279,2024-08-28,2025-04-16,Explotacion de Vulnerabilidad Sin Parche,Baja,2965900,12304721.54,US-005922,user_colleenrichards_5921,a4724b64ee2d73a1817c50360a1debea,Mexico,2020-06-13,Numero de Identificacion,Alta,2025-07-02
Goodman PLC,Turismo,Ecuador,50000,BR-00367,2022-07-06,2022-12-13,Ransomware,Alta,1100497,8239933.14,US-004507,user_kristen58_4506,886abae36724b4863c61a162c05ee1bd,Colombia,2022-08-31,Correo Electronico,Media,2023-01-26
Miller-Smith,Turismo,Mexico,50,BR-00163,2025-08-24,2025-10-21,Inyeccion SQL,Critica,1952823,3359139.63,US-003700,user_whayes_3699,7253fbc8ebde875eee5a8073f38c27b6,Uruguay,2018-06-21,Numero de Tarjeta de Credito,Critica,2025-12-07
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00001,2021-10-09,2022-04-20,Ataque a Cadena de Suministro,Alta,4603123,11498713.58,US-005644,user_bowmanjoseph_5643,3239948bd141cd10cb70d1e72a5a9634,Costa Rica,2024-01-22,Contrasena,Alta,2022-07-15
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00584,2021-12-29,2022-04-08,Configuracion Erronea de Servidor,Media,2987994,23871264.16,US-001221,user_thomasolsen_1220,d52d29860091689f448ab80cdcd5e34b,Ecuador,2021-07-17,Numero de Identificacion,Alta,2022-05-12
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00576,2024-03-26,2024-08-05,Insider Malicioso,Critica,4112681,21747744.72,US-007837,user_tony37_7836,cf93eea3025b6c06f7853575a3e8e48f,Estados Unidos,2025-06-30,Numero Telefonico,Baja,2024-10-24
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00379,2022-05-13,2022-09-08,Inyeccion SQL,Media,3846204,2989681.43,US-003309,user_moorewendy_3308,295ea2c16aee00334dd043975bc74e10,Estados Unidos,2022-06-09,Direccion Fisica,Media,2022-10-12
Miller-Smith,Turismo,Mexico,50,BR-00372,2022-08-30,2023-03-20,Ransomware,Alta,4681568,18478435.68,US-001114,user_georgegomez_1113,0781a5a265724bfac835f3a002415cab,Uruguay,2023-11-09,Fecha de Nacimiento,Baja,2023-05-11
Murphy-Mullins,Retail,Ecuador,1000,BR-00116,2022-03-15,2022-10-21,Configuracion Erronea de Servidor,Alta,4500521,22977713.24,US-006038,user_amber33_6037,0d392982476fbb284cc5c7a13b04f709,Panama,2026-08-07,Fecha de Nacimiento,Baja,2023-01-03
Hughes LLC,Tecnologia,Argentina,25000,BR-00435,2024-11-16,2025-04-17,Ransomware,Alta,2173432,2821850.26,US-002605,user_amanda74_2604,40232324d8457b24fb9af32d6cd47933,Panama,2021-07-04,Numero de Tarjeta de Credito,Critica,2025-06-04
"Acosta, Williams and Mcmillan",Energia,Costa Rica,25000,BR-00047,2025-12-02,2026-01-06,Ataque de Fuerza Bruta,Critica,2331751,22839524.73,US-002843,user_andrew21_2842,45c383a1c3696c1e9d2b57f588fe2b9d,Espana,2023-02-04,Direccion Fisica,Media,2026-02-12
"Acosta, Williams and Mcmillan",Energia,Costa Rica,25000,BR-00603,2025-03-28,2025-05-23,Malware,Baja,2806825,19453857.79,US-006555,user_pthompson_6554,3b667ab8a7103c88ba58826cd57b4a96,Panama,2022-04-09,Numero de Tarjeta de Credito,Critica,2025-05-29
Cruz PLC,Gobierno,Peru,100,BR-00412,2026-05-02,2026-09-22,Configuracion Erronea de Servidor,Alta,3438993,10183010.65,US-003388,user_rosalesjacob_3387,591c680229816c47f0f913e75d38ab70,Espana,2026-01-13,Numero de Tarjeta de Credito,Critica,2026-09-22
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00706,2026-08-11,2026-09-22,Configuracion Erronea de Servidor,Critica,189401,4154076.26,US-002454,user_williamsandrew_2453,e1a412e2f49c109954cf3e3e8171336b,Colombia,2016-12-26,Numero de Identificacion,Alta,2026-09-22
Collins-Harris,Educacion,Peru,1000,BR-00162,2022-04-25,2022-05-13,Explotacion de Vulnerabilidad Sin Parche,Critica,366711,23783379.43,US-002990,user_acox_2989,c8f44c99ff2ca2a6c4408dd12f0629e7,Peru,2026-08-03,Numero de Identificacion,Alta,2022-07-29
"Gibson, Lowe and Lawson",Tecnologia,Uruguay,25000,BR-00123,2022-07-01,2023-02-09,Explotacion de Vulnerabilidad Sin Parche,Media,4755110,236326.99,US-003656,user_robinwyatt_3655,094e77e5080fb4dd7aec4161d3ae0ddf,Chile,2022-03-25,Correo Electronico,Media,2023-03-08
Shaw Group,Manufactura,Uruguay,25000,BR-00141,2022-08-21,2023-02-10,Phishing,Media,221811,20310747.33,US-000630,user_lanejason_629,dd2ea047bd6a6f077d22125a6091c907,Ecuador,2025-07-10,Numero de Tarjeta de Credito,Critica,2023-03-29
Cruz-Schultz,Energia,Panama,50,BR-00317,2023-06-10,2023-11-27,Explotacion de Vulnerabilidad Sin Parche,Critica,1240119,6052297.91,US-003380,user_kimberly58_3379,60cdd29e8ed35836802ec49267f82e95,Panama,2017-12-21,Direccion Fisica,Media,2024-02-08
Kemp-Perez,Finanzas,Costa Rica,100,BR-00157,2023-06-30,2023-12-17,Malware,Media,257245,23129573.8,US-001799,user_elliotttimothy_1798,7e3a76ee443a9f974785fa97c194e6ef,Brasil,2024-02-20,Fecha de Nacimiento,Baja,2024-02-29
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00626,2026-09-10,2026-09-22,Ataque de Fuerza Bruta,Critica,1274367,8279248.48,US-003582,user_pblake_3581,cffd0ff5c36214fab539ca0cddc59265,Peru,2023-02-09,Fecha de Nacimiento,Baja,2026-09-22
