nombre_organizacion,sector_organizacion,pais_organizacion,tamano_empleados_organizacion,codigo_brecha,fecha_ocurrencia,fecha_deteccion,vector_ataque,severidad_incidente,registros_afectados_total,costo_estimado_total,codigo_usuario,pseudonimo_usuario,email_hash_usuario,pais_residencia_usuario,fecha_registro_usuario,tipo_dato_expuesto,categoria_sensibilidad_dato,fecha_notificacion_usuario
Davis-Kelley,Energia,Colombia,250,BR-00659,2025-03-09,2025-08-01,Credenciales Filtradas de Terceros,Media,584421,16966338.97,US-002105,user_warrenthomas_2104,0667f96ca51a30c87a98e6ebb085b137,Mexico,2019-02-06,Contrasena,Alta,2025-09-15
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00611,2023-08-01,2023-08-26,Ransomware,Baja,2209043,5693408.11,US-006706,user_jim55_6705,e281cde2a6697e1d54067a82cd5214a8,Chile,2017-02-02,Contrasena,Alta,2023-10-29
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00680,2023-06-18,2023-10-14,Ataque a Cadena de Suministro,Media,994198,3060787.0,US-002351,user_andrewhill_2350,99a7bc9e521d7486efb846cf64e9da8b,Peru,2022-12-29,Numero de Tarjeta de Credito,Critica,2024-01-07
"Combs, Kent and Higgins",Retail,Argentina,50000,BR-00093,2023-03-22,2023-08-20,Inyeccion SQL,Critica,3615300,17359889.44,US-000116,user_vharris_115,21e883797033034d74fb985424bfe0fc,Brasil,2017-08-02,Numero Telefonico,Baja,2023-11-03
"Richardson, Velasquez and Wilson",Tecnologia,Espana,250,BR-00721,2025-03-24,2025-07-12,Ransomware,Critica,3754939,2032169.75,US-002984,user_qwilson_2983,32c221ffc19232a0f04e7a8b84281f41,Colombia,2023-08-30,Fecha de Nacimiento,Baja,2025-08-02
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00299,2026-09-16,2026-09-22,Ransomware,Baja,900643,17031970.54,US-001435,user_oweaver_1434,2bfe71e05993dbcfe076fcdaf0db17ba,Costa Rica,2022-11-03,Numero de Tarjeta de Credito,Critica,2026-09-22
Conrad PLC,Gobierno,Peru,50,BR-00401,2023-08-16,2023-08-26,Explotacion de Vulnerabilidad Sin Parche,Critica,4774944,23692766.32,US-005814,user_tiffany57_5813,b62525a77e935534edbe4820b87ce214,Colombia,2019-11-24,Numero de Identificacion,Alta,2023-11-24
Vargas PLC,Gobierno,Brasil,100,BR-00678,2022-10-22,2023-02-21,Ataque de Fuerza Bruta,Alta,3135547,24221969.24,US-004175,user_yortiz_4174,056b9152b7637454dc746e6e986008f4,Chile,2023-02-07,Numero de Tarjeta de Credito,Critica,2023-05-17
Baker-Stewart,Telecomunicaciones,Argentina,100,BR-00344,2022-12-23,2023-03-29,Configuracion Erronea de Servidor,Critica,2684856,16094146.52,US-001281,user_petersoncatherine_1280,439f367ae9c19acbfa49e0a12e3e3518,Uruguay,2019-12-26,Direccion Fisica,Media,2023-06-06
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00060,2025-10-16,2026-04-17,Phishing,Media,2038257,17813625.63,US-000650,user_zwilson_649,588a35cbc210b99b85a5af47fbccb63f,Estados Unidos,2017-03-09,Correo Electronico,Media,2026-06-06
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00734,2025-02-03,2025-07-26,Insider Malicioso,Alta,1694775,7606559.37,US-004451,user_wjones_4450,30685c6c4834da3ea4df9a048583acb7,Ecuador,2021-10-06,Fecha de Nacimiento,Baja,2025-10-23
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00730,2026-03-26,2026-04-06,Ataque a Cadena de Suministro,Media,1068150,19653335.46,US-004849,user_xmunoz_4848,065e02cc918c537286e4d484c02c3e05,Costa Rica,2025-02-09,Numero de Identificacion,Alta,2026-05-19
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00503,2026-02-09,2026-09-22,Phishing,Alta,3307870,10639286.67,US-006565,user_simpsondaniel_6564,4906c26455983e5c2ff725c6ecb91616,Costa Rica,2020-09-21,Fecha de Nacimiento,Baja,2026-09-22
Collins-Harris,Educacion,Peru,1000,BR-00735,2025-12-02,2026-04-25,Phishing,Critica,580146,6457875.87,US-006842,user_bcrane_6841,229247ccf0162bfacdb4a73efa447e81,Peru,2022-10-08,Contrasena,Alta,2026-06-29
Reed Group,Salud,Colombia,25000,BR-00426,2024-08-18,2025-04-14,Phishing,Alta,4688578,15678871.65,US-000585,user_ysmith_584,b82736f5d798f3cfef26dc621f6f35e8,Chile,2018-04-03,Historial de Transacciones,Alta,2025-07-02
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00364,2021-11-22,2022-01-16,Inyeccion SQL,Baja,2323648,13252968.3,US-002926,user_samanthaevans_2925,d9634a4ae5b3aa53343fcd0a95b265f9,Chile,2018-06-24,Historial de Transacciones,Alta,2022-03-15
"Weaver, Garcia and Hunter",Tecnologia,Espana,50,BR-00339,2023-02-18,2023-07-09,Explotacion de Vulnerabilidad Sin Parche,Alta,4917908,7526116.99,US-002204,user_hodgealexis_2203,e4470b6b95ae53e25a8ee78d260a19d9,Chile,2019-05-27,Direccion Fisica,Media,2023-08-02
"Fox, Odom and Colon",Retail,Chile,50000,BR-00595,2025-09-23,2025-12-01,Inyeccion SQL,Media,73523,19283883.98,US-000298,user_saraalvarez_297,d8f2af3d8e24e4821ba049feefdaca68,Brasil,2022-05-25,Numero Telefonico,Baja,2026-01-06
Miller-Smith,Turismo,Mexico,50,BR-00355,2022-01-06,2022-05-08,Credenciales Filtradas de Terceros,Critica,391898,7094980.01,US-002690,user_matthewbartlett_2689,b256494a027c8c2bc078fbbfc767b145,Chile,2023-05-09,Direccion Fisica,Media,2022-05-26
"Clark, Cox and Schmidt",Finanzas,Brasil,25000,BR-00648,2023-08-18,2023-11-24,Configuracion Erronea de Servidor,Media,3623307,1064026.72,US-004117,user_ywiggins_4116,c3900e76a8454354e73b17733b60626f,Mexico,2021-08-15,Historial de Transacciones,Alta,2024-02-20
Murphy-Mullins,Retail,Ecuador,1000,BR-00359,2026-06-03,2026-07-27,Insider Malicioso,Media,2795669,14336710.88,US-004149,user_diazmarvin_4148,a0e140d081c340f7739cceedc2c15238,Peru,2017-04-08,Numero de Identificacion,Alta,2026-09-17
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00292,2023-01-05,2023-09-02,Insider Malicioso,Alta,135137,19252009.25,US-007313,user_elizabethjones_7312,ae14c33b362cf2d597be5e6faef92b6d,Peru,2018-01-25,Numero Telefonico,Baja,2023-11-14
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00308,2023-03-17,2023-09-18,Inyeccion SQL,Baja,1277271,8143973.31,US-007724,user_andrew20_7723,3f6c52833226f9687c000a1070e40c9b,Ecuador,2026-01-27,Historial Medico,Critica,2023-11-20
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00502,2023-05-26,2023-11-09,Configuracion Erronea de Servidor,Baja,3984719,23534880.96,US-004572,user_brian57_4571,c0ee508dc4d40d471a2a6116a5e68ad8,Colombia,2020-09-18,Direccion Fisica,Media,2024-01-21
Baker-Stewart,Telecomunicaciones,Argentina,100,BR-00481,2025-02-05,2025-08-02,Explotacion de Vulnerabilidad Sin Parche,Media,4777991,24970942.36,US-006381,user_jamespacheco_6380,c820a09da2d3c90c51882902b1a2e407,Argentina,2017-07-16,Numero de Tarjeta de Credito,Critica,2025-09-23
Reed Group,Salud,Colombia,25000,BR-00183,2022-06-22,2022-12-18,Ataque a Cadena de Suministro,Baja,3955700,5627983.96,US-003638,user_tyler91_3637,6469c20043414b588f717c13bcb226cc,Argentina,2025-07-05,Numero Telefonico,Baja,2023-01-17
Kemp-Perez,Finanzas,Costa Rica,100,BR-00132,2023-04-08,2023-11-18,Ransomware,Baja,1214439,22802647.17,US-003425,user_shieldscameron_3424,74fc94fe2efafcaab0d4a07a16e1a2c1,Panama,2023-11-22,Fecha de Nacimiento,Baja,2024-02-14
"Hunt, Brown and Hudson",Gobierno,Colombia,250,BR-00607,2023-07-14,2023-10-24,Ataque de Fuerza Bruta,Critica,418144,22602801.18,US-000156,user_lauren71_155,2934efc7f159fba06e66302f37f81a84,Ecuador,2017-03-28,Correo Electronico,Media,2024-01-14
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00292,2023-01-05,2023-09-02,Insider Malicioso,Alta,135137,19252009.25,US-001318,user_justinbrown_1317,5918b7bc05917bd6edf54e40afef3645,Mexico,2023-03-02,Correo Electronico,Media,2023-10-31
Little-Garcia,Manufactura,Panama,50,BR-00103,2025-04-25,2025-11-08,Ataque a Cadena de Suministro,Alta,614786,18352948.44,US-002628,user_carolynrhodes_2627,03ebfb526288d5fe39dc217833492b21,Espana,2019-07-19,Numero de Identificacion,Alta,2025-11-21
"Brown, George and Hernandez",Manufactura,Costa Rica,5000,BR-00765,2024-03-11,2024-05-10,Insider Malicioso,Alta,4130532,11623288.41,US-000824,user_xsalas_823,b1141c745c9f74632311e81907b39997,Espana,2026-03-30,Direccion Fisica,Media,2024-07-26
Murphy-Mullins,Retail,Ecuador,1000,BR-00332,2026-07-17,2026-09-22,Insider Malicioso,Critica,4975918,1089569.46,US-007678,user_tiffanywalls_7677,c72a60ce4cf4d1c01efa20f875fcd71d,Ecuador,2021-11-23,Historial Medico,Critica,2026-09-22
Gallegos-Wilkerson,Salud,Panama,25000,BR-00145,2026-04-19,2026-05-06,Ataque de Fuerza Bruta,Critica,2854415,1945060.95,US-000744,user_zford_743,294f566f29a351355d37e8426c067c16,Espana,2022-07-24,Direccion Fisica,Media,2026-07-10
Hunt PLC,Finanzas,Ecuador,100,BR-00677,2022-05-02,2022-06-01,Ataque de Fuerza Bruta,Alta,981851,8048368.86,US-004741,user_shannonnelson_4740,ea16e79ce3bf4f7a46a34bb10f8f9c34,Estados Unidos,2020-12-02,Contrasena,Alta,2022-08-20
"Mason, Hanson and Graham",Gobierno,Chile,5000,BR-00180,2026-02-10,2026-03-11,Malware,Baja,581117,20871141.47,US-006376,user_chapmanmelissa_6375,f3b04e5f418fd39ced3e4710d4763a0d,Estados Unidos,2017-02-07,Numero de Identificacion,Alta,2026-04-22
Cruz-Schultz,Energia,Panama,50,BR-00296,2024-01-02,2024-05-08,Inyeccion SQL,Critica,1191889,6047846.88,US-003185,user_jwatson_3184,b5949633aa97103b1bcc97937f027862,Argentina,2022-05-06,Numero de Tarjeta de Credito,Critica,2024-08-03
Lynn-Garcia,Energia,Mexico,25000,BR-00095,2023-02-12,2023-06-11,Credenciales Filtradas de Terceros,Critica,2452165,17416576.98,US-000069,user_kyleramsey_68,ac54f43241df0e2605f71f180b74db98,Espana,2021-06-10,Contrasena,Alta,2023-09-01
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00747,2024-10-18,2024-11-20,Explotacion de Vulnerabilidad Sin Parche,Critica,4250303,24766546.11,US-001666,user_kenneth54_1665,a6dbb3132e22d836437e6ab2a58702a0,Argentina,2025-03-12,Fecha de Nacimiento,Baja,2024-11-27
Davis-Kelley,Energia,Colombia,250,BR-00543,2025-06-26,2025-12-05,Explotacion de Vulnerabilidad Sin Parche,Alta,4100902,10819930.4,US-002791,user_diana81_2790,2471dc0d9230fc292e50f80bee6c0c87,Mexico,2021-12-16,Numero Telefonico,Baja,2026-02-10
Davis-Kelley,Energia,Colombia,250,BR-00659,2025-03-09,2025-08-01,Credenciales Filtradas de Terceros,Media,584421,16966338.97,US-007050,user_wilsoncandace_7049,e006de958cedf369b2c4994792e777d1,Uruguay,2019-06-03,Numero Telefonico,Baja,2025-09-17
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00108,2025-07-11,2026-01-29,Malware,Critica,1959629,14673273.25,US-006774,user_angela61_6773,c02e7061d98e4a136391c70d54a8c0a8,Colombia,2023-01-22,Numero de Identificacion,Alta,2026-01-30
Murphy-Mullins,Retail,Ecuador,1000,BR-00381,2026-06-08,2026-07-12,Phishing,Critica,2476885,2593358.02,US-007975,user_bradley74_7974,f2eb9fe93e9d6fecdd4df8796efa1a26,Espana,2016-10-15,Fecha de Nacimiento,Baja,2026-09-08
Vargas PLC,Gobierno,Brasil,100,BR-00442,2026-05-13,2026-09-22,Inyeccion SQL,Baja,796845,17288705.98,US-003565,user_millersamantha_3564,a319f5aaeb272b73d66a2fe45e64cd9d,Argentina,2018-03-26,Contrasena,Alta,2026-09-22
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00685,2022-10-20,2023-01-19,Malware,Critica,2106641,11305577.86,US-001831,user_benjaminhowell_1830,e16c1c4d0154c38714a8c7c9d455b166,Chile,2017-12-15,Numero de Tarjeta de Credito,Critica,2023-03-22
Mccormick PLC,Tecnologia,Colombia,1000,BR-00235,2022-11-26,2023-02-19,Credenciales Filtradas de Terceros,Alta,2940677,4937271.3,US-001322,user_kshannon_1321,28751b3727d6dd56455be09a93db3322,Uruguay,2023-04-07,Correo Electronico,Media,2023-03-02
Reed-Weiss,Gobierno,Uruguay,100,BR-00255,2021-12-31,2022-04-17,Malware,Critica,4096577,1274613.57,US-007049,user_zhodges_7048,f18065c5b1250edde30a319df635df23,Ecuador,2017-12-11,Numero Telefonico,Baja,2022-06-17
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00223,2025-11-08,2026-03-27,Ataque a Cadena de Suministro,Media,4701082,1699298.19,US-003175,user_krystal28_3174,0235d4d2fe08daf9b37b988b7d4974c2,Ecuador,2018-02-24,Numero Telefonico,Baja,2026-06-18
"Acosta, Williams and Mcmillan",Energia,Costa Rica,25000,BR-00347,2026-03-22,2026-04-25,Phishing,Media,4302767,8125549.59,US-005264,user_nicole05_5263,3881ae7ff231bf8d234f51e0d9263176,Brasil,2026-04-19,Contrasena,Alta,2026-05-08
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00637,2025-02-24,2025-05-17,Malware,Media,848865,14242080.56,US-000008,user_alexishudson_7,649dd45f509bcdc8144d37d739e10a4b,Mexico,2021-09-28,Numero de Identificacion,Alta,2025-08-08
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00272,2024-09-29,2024-09-30,Explotacion de Vulnerabilidad Sin Parche,Critica,2637002,16134775.45,US-005086,user_donald76_5085,60c4e7056dacea40de13757914c83724,Estados Unidos,2026-02-18,Contrasena,Alta,2024-10-05
Mccormick PLC,Tecnologia,Colombia,1000,BR-00441,2025-12-23,2026-06-27,Insider Malicioso,Critica,508684,11287695.28,US-000855,user_olarsen_854,65cc69ef662ccb065ab696dd852e41fa,Costa Rica,2016-10-15,Historial Medico,Critica,2026-08-18
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00459,2025-02-16,2025-07-23,Ataque a Cadena de Suministro,Alta,1456887,24413354.86,US-002215,user_nhernandez_2214,8d0dbb4318f9fc22515c9e5ba27669ad,Uruguay,2024-11-21,Historial Medico,Critica,2025-07-27
Adams LLC,Tecnologia,Mexico,2500,BR-00753,2026-06-22,2026-09-15,Ransomware,Media,3940766,14026524.58,US-001700,user_swansonmichael_1699,846cc9c8b025c1821540f91f4672f432,Argentina,2023-01-21,Direccion Fisica,Media,2026-09-22
"Weaver, Garcia and Hunter",Tecnologia,Espana,50,BR-00094,2023-04-25,2023-12-14,Phishing,Media,3909420,23620122.73,US-001690,user_alexandermcintosh_1689,b0ec147be2b012320d9b88794a84ffb7,Espana,2022-04-19,Direccion Fisica,Media,2024-02-06
Powell Ltd,Gobierno,Brasil,50,BR-00742,2026-04-27,2026-08-23,Malware,Critica,1847892,13358107.46,US-000347,user_mcalhoun_346,01e65edbf58510ebe5d639ae1a44074c,Chile,2022-12-19,Numero Telefonico,Baja,2026-09-12
Cruz-Schultz,Energia,Panama,50,BR-00492,2025-03-23,2025-05-29,Ataque a Cadena de Suministro,Alta,4681555,18427380.19,US-005936,user_david61_5935,4c3711adbba8dcccf32c9e14aceb7856,Ecuador,2021-01-12,Contrasena,Alta,2025-08-20
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00051,2024-12-16,2025-07-30,Malware,Alta,2925094,4395486.93,US-004402,user_ebrown_4401,f76a48e866efd39417c5bedd97a6e578,Chile,2020-11-27,Contrasena,Alta,2025-09-26
Bell-Williams,Retail,Colombia,250,BR-00335,2025-04-20,2025-09-13,Explotacion de Vulnerabilidad Sin Parche,Critica,1398657,1480092.48,US-006838,user_angelasmith_6837,6c9325d110d743619c557ca5409b1421,Ecuador,2018-07-17,Contrasena,Alta,2025-10-22
"Boone, Cole and Aguilar",Retail,Peru,2500,BR-00480,2025-12-15,2026-03-12,Ransomware,Baja,1340152,12550915.9,US-006383,user_jennifer93_6382,27a99b2ebb6b2e295a5165bb19d8616c,Panama,2022-07-30,Numero Telefonico,Baja,2026-05-03
"Clark, Cox and Schmidt",Finanzas,Brasil,25000,BR-00420,2022-06-12,2023-01-17,Insider Malicioso,Alta,2728562,21366673.86,US-000877,user_marcnavarro_876,ca08e4c9b106dfcb027ae20a16e8b18e,Estados Unidos,2025-03-04,Nombre Completo,Baja,2023-03-22
Goodman PLC,Turismo,Ecuador,50000,BR-00349,2022-03-13,2022-04-06,Ataque de Fuerza Bruta,Critica,2336381,8450962.26,US-004624,user_donna17_4623,f52f946a33230ea3e8681b0705e361f6,Mexico,2025-12-29,Numero de Tarjeta de Credito,Critica,2022-05-03
Adams-Fowler,Tecnologia,Brasil,100,BR-00112,2023-03-30,2023-11-12,Ataque a Cadena de Suministro,Media,723883,3165563.79,US-001916,user_thomaswilliam_1915,4730a917578c8b4e916d43f4ab20a619,Chile,2023-02-20,Numero de Identificacion,Alta,2024-01-12
Powell Ltd,Gobierno,Brasil,50,BR-00558,2022-02-04,2022-04-10,Inyeccion SQL,Baja,1656950,20722263.57,US-005491,user_dthomas_5490,20134783c4d07c9ca9ba24044604da1b,Chile,2021-01-08,Direccion Fisica,Media,2022-04-20
"Gibson, Lowe and Lawson",Tecnologia,Uruguay,25000,BR-00171,2021-11-16,2022-02-27,Insider Malicioso,Media,209281,766167.02,US-000831,user_ian23_830,0b91c42e00913dd2b2707b723e0e643c,Mexico,2023-10-11,Numero de Tarjeta de Credito,Critica,2022-04-21
"Hunt, Brown and Hudson",Gobierno,Colombia,250,BR-00303,2025-06-21,2026-02-16,Configuracion Erronea de Servidor,Media,1606266,18708102.14,US-006182,user_allenrachel_6181,2f3f56f8a198e73ece30c67883de728c,Chile,2025-11-04,Contrasena,Alta,2026-04-16
Brown and Sons,Tecnologia,Chile,100,BR-00508,2026-04-26,2026-07-22,Ataque a Cadena de Suministro,Alta,251227,23952640.29,US-007548,user_markmack_7547,755141c8276b959bd9f9e80fdb39370b,Argentina,2019-06-25,Direccion Fisica,Media,2026-07-24
Cruz-Schultz,Energia,Panama,50,BR-00075,2026-01-18,2026-04-26,Insider Malicioso,Alta,1759496,14863425.22,US-003896,user_wbrown_3895,f2b053c83b58107dec8e4a1b9e3a38cc,Argentina,2019-03-01,Historial de Transacciones,Alta,2026-07-08
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00576,2024-03-26,2024-08-05,Insider Malicioso,Critica,4112681,21747744.72,US-000818,user_austinwilkins_817,1549dacddd6e0027ebfdb865b37d0964,Costa Rica,2023-06-26,Contrasena,Alta,2024-10-23
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00685,2022-10-20,2023-01-19,Malware,Critica,2106641,11305577.86,US-007286,user_richard62_7285,2284f8bdeea37994dd3b9c27d090ef82,Ecuador,2021-04-20,Historial de Transacciones,Alta,2023-03-06
Cruz PLC,Gobierno,Peru,100,BR-00384,2024-09-21,2025-04-07,Explotacion de Vulnerabilidad Sin Parche,Alta,970566,4466225.51,US-005133,user_lauren17_5132,a441ffe3da539e24d50c2841fe9e9ce5,Colombia,2020-07-02,Historial Medico,Critica,2025-04-24
"Combs, Kent and Higgins",Retail,Argentina,50000,BR-00476,2022-06-26,2022-07-18,Credenciales Filtradas de Terceros,Media,2255599,18562594.56,US-005511,user_uparker_5510,c0c3cd9b38578a4e6514443c78caa5a0,Ecuador,2020-02-18,Direccion Fisica,Media,2022-08-02
Little-Garcia,Manufactura,Panama,50,BR-00103,2025-04-25,2025-11-08,Ataque a Cadena de Suministro,Alta,614786,18352948.44,US-001636,user_mitchell56_1635,539ed39dddc81231c739f3488dee3d9a,Argentina,2025-08-04,Numero de Identificacion,Alta,2025-11-23
Collins-Harris,Educacion,Peru,1000,BR-00619,2023-02-07,2023-08-03,Insider Malicioso,Baja,4255654,14675472.44,US-004847,user_ufrazier_4846,0056c9dc6196928f53cffe152f045294,Peru,2022-05-18,Numero de Tarjeta de Credito,Critica,2023-10-16
Martinez Ltd,Retail,Estados Unidos,100,BR-00144,2024-11-07,2024-12-02,Inyeccion SQL,Baja,673296,21258539.72,US-005117,user_lramirez_5116,8ea119f688cc15832188dfbb03537804,Mexico,2017-10-28,Fecha de Nacimiento,Baja,2025-01-11
"Fox, Odom and Colon",Retail,Chile,50000,BR-00653,2022-12-22,2023-06-16,Insider Malicioso,Baja,4305597,18352898.07,US-001185,user_matthew78_1184,5cf9e13c9bfb889151d16110caf244c5,Espana,2019-11-14,Numero de Tarjeta de Credito,Critica,2023-08-20
Brown and Sons,Tecnologia,Chile,100,BR-00331,2024-09-30,2025-01-15,Inyeccion SQL,Baja,2890433,10701861.47,US-002037,user_joel79_2036,31d5f46db347d30978194511aa7821f3,Argentina,2018-05-16,Historial Medico,Critica,2025-02-09
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00413,2025-03-15,2025-05-24,Configuracion Erronea de Servidor,Media,750559,11929213.02,US-003285,user_tammy98_3284,006483453d74d6e484f6aa86a0735a41,Estados Unidos,2025-05-13,Nombre Completo,Baja,2025-06-22
Collins-Harris,Educacion,Peru,1000,BR-00162,2022-04-25,2022-05-13,Explotacion de Vulnerabilidad Sin Parche,Critica,366711,23783379.43,US-002176,user_christopher24_2175,de284706b013dcefa64b32d978ee34ad,Brasil,2021-04-30,Fecha de Nacimiento,Baja,2022-06-23
Conrad PLC,Gobierno,Peru,50,BR-00599,2021-09-22,2021-11-26,Credenciales Filtradas de Terceros,Baja,2707870,10356648.1,US-005374,user_westmichael_5373,cbc44ac68374f4cc5d5d7c499c623157,Estados Unidos,2026-05-11,Numero de Identificacion,Alta,2022-01-11
Harris-Allen,Retail,Mexico,25000,BR-00671,2022-09-05,2023-03-06,Ransomware,Media,4166292,989129.36,US-007588,user_bradleydonald_7587,4daad58ab5cde03082c85ee93f5e4f4f,Brasil,2018-08-05,Historial de Transacciones,Alta,2023-03-08
"Combs, Kent and Higgins",Retail,Argentina,50000,BR-00476,2022-06-26,2022-07-18,Credenciales Filtradas de Terceros,Media,2255599,18562594.56,US-005224,user_karen21_5223,efa097008a28139a3d03d41b3048f863,Colombia,2018-03-11,Direccion Fisica,Media,2022-08-19
Perkins Inc,Telecomunicaciones,Costa Rica,10000,BR-00019,2025-09-20,2026-01-24,Credenciales Filtradas de Terceros,Alta,4885304,20995585.74,US-006953,user_karen62_6952,21f23f30710ad7b89d9e3763e5ef907e,Brasil,2026-07-15,Contrasena,Alta,2026-04-13
Freeman-Martin,Educacion,Colombia,2500,BR-00541,2026-02-17,2026-07-07,Configuracion Erronea de Servidor,Critica,4005756,2484799.87,US-001597,user_vday_1596,7269d83033d779c2bed3729564a14f6f,Estados Unidos,2021-01-28,Nombre Completo,Baja,2026-08-16
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00564,2024-08-24,2024-09-25,Ataque de Fuerza Bruta,Media,3756896,11467405.61,US-002018,user_ortizdenise_2017,1f58c91b419c205693434c6c274b1269,Argentina,2021-05-25,Correo Electronico,Media,2024-11-16
Walton LLC,Salud,Espana,2500,BR-00267,2021-12-13,2022-05-21,Configuracion Erronea de Servidor,Media,2207459,20594896.42,US-002667,user_valdezdustin_2666,a04c0059ccd6db91b66a1e5243b32a25,Panama,2025-09-29,Numero Telefonico,Baja,2022-07-03
Conrad PLC,Gobierno,Peru,50,BR-00493,2022-01-11,2022-03-27,Malware,Alta,675272,12687629.49,US-003909,user_chuber_3908,d2154ffe18500ea8860197e2bc5dcd6b,Peru,2024-07-03,Direccion Fisica,Media,2022-05-11
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00366,2024-02-21,2024-05-09,Phishing,Media,401645,7511215.52,US-006709,user_pamelaperez_6708,bb9bc58c5ce77a06531690e92e2ac4ad,Argentina,2025-10-30,Correo Electronico,Media,2024-05-13
Bell-Williams,Retail,Colombia,250,BR-00783,2021-11-23,2022-02-10,Ataque de Fuerza Bruta,Media,3934355,21540111.68,US-001313,user_amandameyers_1312,96bfba23efc0a932fb371952cae81f30,Brasil,2017-12-08,Contrasena,Alta,2022-02-19
"Acosta, Williams and Mcmillan",Energia,Costa Rica,25000,BR-00064,2025-12-25,2026-06-18,Credenciales Filtradas de Terceros,Media,2633817,16738625.77,US-007407,user_cartersara_7406,612356f904bc5141f5eacf3e12fb7e51,Colombia,2019-09-19,Correo Electronico,Media,2026-08-12
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00030,2022-05-23,2022-08-02,Credenciales Filtradas de Terceros,Media,3609569,7198319.68,US-001825,user_johnzimmerman_1824,161fa59e7867cadfd2d9cc062a74cf13,Uruguay,2017-03-26,Numero de Identificacion,Alta,2022-08-26
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00747,2024-10-18,2024-11-20,Explotacion de Vulnerabilidad Sin Parche,Critica,4250303,24766546.11,US-004822,user_joelrodriguez_4821,cdd24ed1651038e47fb89046b1e2b918,Estados Unidos,2026-04-12,Numero de Tarjeta de Credito,Critica,2024-12-28
Adams-Fowler,Tecnologia,Brasil,100,BR-00509,2026-06-16,2026-09-22,Credenciales Filtradas de Terceros,Baja,3843819,14815459.54,US-006576,user_amandafoley_6575,cedd3fd5e559a0c815640a7f9ac3b808,Panama,2026-05-20,Fecha de Nacimiento,Baja,2026-09-22
Gallegos-Wilkerson,Salud,Panama,25000,BR-00234,2021-12-16,2022-02-26,Configuracion Erronea de Servidor,Media,2070092,12749640.05,US-004714,user_lambertjulia_4713,c9f7e67fd2dc8afbd07229838df21930,Costa Rica,2020-11-28,Contrasena,Alta,2022-03-30
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00400,2024-02-25,2024-05-22,Configuracion Erronea de Servidor,Baja,3669769,2508503.98,US-000004,user_ruizchristopher_3,23149fd0b4acad8c8f26c6500712e7c9,Peru,2023-01-04,Direccion Fisica,Media,2024-06-28
Cruz-Schultz,Energia,Panama,50,BR-00340,2023-09-12,2024-04-10,Credenciales Filtradas de Terceros,Baja,830618,4090172.98,US-001684,user_whitetina_1683,f87c882dc1501b11c48b434990324aef,Mexico,2020-01-29,Nombre Completo,Baja,2024-06-05
Adams LLC,Tecnologia,Mexico,2500,BR-00513,2026-01-30,2026-09-14,Credenciales Filtradas de Terceros,Critica,3115578,18442966.53,US-000878,user_fmason_877,0eb6d1dae769f3eed2836b31d4eb8d7c,Panama,2017-06-24,Direccion Fisica,Media,2026-09-22
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00449,2026-09-09,2026-09-22,Ataque a Cadena de Suministro,Critica,1079496,16225964.54,US-000417,user_grahamlinda_416,38687b383a7673f9668a0d35f211ab9a,Panama,2023-04-03,Fecha de Nacimiento,Baja,2026-09-22
Shaw Group,Manufactura,Uruguay,25000,BR-00141,2022-08-21,2023-02-10,Phishing,Media,221811,20310747.33,US-007249,user_caingarrett_7248,b57397093c2b13bd43d5fb900193ad3c,Ecuador,2017-03-26,Historial de Transacciones,Alta,2023-04-02
