nombre_organizacion,sector_organizacion,pais_organizacion,tamano_empleados_organizacion,codigo_brecha,fecha_ocurrencia,fecha_deteccion,vector_ataque,severidad_incidente,registros_afectados_total,costo_estimado_total,codigo_usuario,pseudonimo_usuario,email_hash_usuario,pais_residencia_usuario,fecha_registro_usuario,tipo_dato_expuesto,categoria_sensibilidad_dato,fecha_notificacion_usuario
Collins-Harris,Educacion,Peru,1000,BR-00322,2024-03-14,2024-10-01,Configuracion Erronea de Servidor,Alta,3745894,20712728.42,US-000207,user_campbelljessica_206,3d3d37b72325856b38b45bf630a5aff1,Uruguay,2018-06-14,Historial de Transacciones,Alta,2024-11-10
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00427,2025-07-09,2025-09-11,Explotacion de Vulnerabilidad Sin Parche,Alta,3461083,9947233.17,US-004834,user_crystal24_4833,91147372cc76c9e76d590fe8de0f4801,Brasil,2025-06-01,Historial Medico,Critica,2025-11-01
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00779,2022-08-28,2023-02-28,Insider Malicioso,Critica,4112748,8768055.29,US-000391,user_kimberly43_390,c7eed0184b29c629688c39bba0c5c357,Ecuador,2020-01-04,Numero Telefonico,Baja,2023-05-29
Farmer-Hurst,Manufactura,Espana,500,BR-00404,2024-01-29,2024-07-05,Configuracion Erronea de Servidor,Critica,764333,24404085.95,US-001043,user_alexandragomez_1042,72a0c25537d388a5389347fd551fec34,Ecuador,2023-11-01,Nombre Completo,Baja,2024-08-17
Baker-Stewart,Telecomunicaciones,Argentina,100,BR-00344,2022-12-23,2023-03-29,Configuracion Erronea de Servidor,Critica,2684856,16094146.52,US-001588,user_kingrobert_1587,a60197da3cbc7d7a2de2ad85e49d84b2,Panama,2019-09-22,Contrasena,Alta,2023-05-21
Cruz-Schultz,Energia,Panama,50,BR-00627,2025-04-18,2025-07-17,Ataque de Fuerza Bruta,Critica,2741588,22887343.71,US-007894,user_logancase_7893,824867f15493d39433cb7fe0d18cde6d,Panama,2023-01-25,Nombre Completo,Baja,2025-07-24
Cruz-Schultz,Energia,Panama,50,BR-00492,2025-03-23,2025-05-29,Ataque a Cadena de Suministro,Alta,4681555,18427380.19,US-000596,user_nburke_595,6d27f3a623c74d591f86a53121c1c15b,Brasil,2020-06-22,Numero de Tarjeta de Credito,Critica,2025-08-03
Conrad PLC,Gobierno,Peru,50,BR-00537,2022-05-12,2023-01-06,Ataque de Fuerza Bruta,Critica,118839,18300501.47,US-007807,user_marquezbrian_7806,7b70c3fdc01d300f7f8c68795c97fa2e,Espana,2019-03-01,Numero Telefonico,Baja,2023-03-11
Hunt PLC,Finanzas,Ecuador,100,BR-00679,2025-08-28,2026-01-05,Insider Malicioso,Baja,3598642,17029778.9,US-005777,user_brittney91_5776,2b40a2cacff3f34cac7a6eb2b5ccfcbf,Ecuador,2026-02-26,Correo Electronico,Media,2026-03-31
Bell-Williams,Retail,Colombia,250,BR-00137,2021-10-05,2021-12-27,Credenciales Filtradas de Terceros,Alta,1451683,19171823.85,US-007316,user_shelbymiller_7315,fb5b19bdbee690f060866c3b5a2d5b16,Panama,2017-02-24,Direccion Fisica,Media,2022-03-09
"Hunt, Brown and Hudson",Gobierno,Colombia,250,BR-00082,2023-06-30,2024-02-14,Ataque a Cadena de Suministro,Alta,3850548,8203938.09,US-007485,user_michaelraymond_7484,8ab1a74a5244df00a06d308b6444e5d3,Panama,2026-06-06,Historial Medico,Critica,2024-03-04
"Hunt, Brown and Hudson",Gobierno,Colombia,250,BR-00222,2024-01-17,2024-07-12,Ataque de Fuerza Bruta,Alta,4185788,18536278.42,US-001661,user_matthew40_1660,4b789eb3c5df3bb703ff29c629eb5763,Uruguay,2019-05-10,Nombre Completo,Baja,2024-09-20
Murphy-Mullins,Retail,Ecuador,1000,BR-00090,2025-01-18,2025-07-26,Inyeccion SQL,Critica,1075702,19266171.79,US-004339,user_areed_4338,db826a84ba4b6545371e3e1a12b3ed82,Panama,2023-05-25,Numero de Tarjeta de Credito,Critica,2025-08-15
Walton LLC,Salud,Espana,2500,BR-00113,2023-08-30,2023-09-23,Inyeccion SQL,Baja,1475512,9252366.84,US-000739,user_douglasphillips_738,6e231941989772a6751f6ae90a9ec31a,Estados Unidos,2018-01-26,Correo Electronico,Media,2023-10-22
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00238,2023-11-14,2024-06-23,Insider Malicioso,Critica,1344599,18855517.13,US-007097,user_alexandrahuff_7096,b70efb38b2745abce4cecf750efb9a9d,Espana,2018-09-08,Numero de Identificacion,Alta,2024-08-09
Mccormick PLC,Tecnologia,Colombia,1000,BR-00038,2025-12-25,2026-04-22,Ataque de Fuerza Bruta,Baja,4555049,12110373.6,US-005269,user_fmartin_5268,7be12216112b211733aaae0b85046301,Peru,2021-12-20,Historial Medico,Critica,2026-07-11
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00362,2025-01-31,2025-08-23,Configuracion Erronea de Servidor,Critica,1289981,18441579.29,US-006937,user_andrewcox_6936,0905dc8e0b0199f5f8268b273c44815b,Colombia,2026-04-26,Fecha de Nacimiento,Baja,2025-09-10
Vargas PLC,Gobierno,Brasil,100,BR-00052,2026-09-18,2026-09-22,Credenciales Filtradas de Terceros,Alta,4113525,23951134.59,US-001227,user_andrearivera_1226,40bf6df26a97b2d4c1bcdf9b68b3f306,Mexico,2023-01-14,Historial de Transacciones,Alta,2026-09-22
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00299,2026-09-16,2026-09-22,Ransomware,Baja,900643,17031970.54,US-005740,user_charlescummings_5739,0cb23a38d91d32551aeea6342d617efd,Peru,2022-08-29,Nombre Completo,Baja,2026-09-22
"Fox, Odom and Colon",Retail,Chile,50000,BR-00653,2022-12-22,2023-06-16,Insider Malicioso,Baja,4305597,18352898.07,US-004648,user_teresa94_4647,c01bb19ed3f6d886da515a8335fbed05,Mexico,2024-08-23,Numero de Identificacion,Alta,2023-08-21
Ward Ltd,Finanzas,Chile,50,BR-00724,2023-09-18,2023-09-19,Ransomware,Media,87460,2232518.72,US-000775,user_fbaird_774,11f682499525008a1330ce1a6f34159d,Ecuador,2023-12-13,Historial de Transacciones,Alta,2023-09-23
Harris-Allen,Retail,Mexico,25000,BR-00671,2022-09-05,2023-03-06,Ransomware,Media,4166292,989129.36,US-007720,user_idavis_7719,5ee4658811c168564128f045bd434d19,Mexico,2019-04-24,Contrasena,Alta,2023-06-03
Murphy-Mullins,Retail,Ecuador,1000,BR-00594,2023-06-03,2023-08-04,Insider Malicioso,Critica,3206503,24882534.2,US-005095,user_bonniehubbard_5094,18efd2ff35b8ce1429e96e222c7685ae,Peru,2026-06-29,Historial Medico,Critica,2023-10-08
"Richardson, Velasquez and Wilson",Tecnologia,Espana,250,BR-00721,2025-03-24,2025-07-12,Ransomware,Critica,3754939,2032169.75,US-006294,user_dgarcia_6293,44d225f4794f776029123edb76c39077,Mexico,2024-02-15,Fecha de Nacimiento,Baja,2025-08-09
Miller-Smith,Turismo,Mexico,50,BR-00355,2022-01-06,2022-05-08,Credenciales Filtradas de Terceros,Critica,391898,7094980.01,US-004336,user_woodwanda_4335,c43dd2470efcc67f4b0dde3f65ecef82,Mexico,2021-06-30,Correo Electronico,Media,2022-05-29
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00701,2026-04-15,2026-05-31,Phishing,Media,1566485,8359530.34,US-003831,user_bartlettkevin_3830,20ae8e20b90a72e292872318cae3ae43,Brasil,2024-08-11,Direccion Fisica,Media,2026-06-12
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00439,2026-02-11,2026-06-14,Ataque a Cadena de Suministro,Critica,2450179,5740489.03,US-007462,user_lewismargaret_7461,66baa6bd2ea1e43443a1df51097bd89b,Peru,2025-10-03,Correo Electronico,Media,2026-07-29
Freeman-Martin,Educacion,Colombia,2500,BR-00062,2024-07-14,2024-07-17,Ransomware,Alta,1217011,12346137.03,US-000636,user_kimberlydavis_635,2f7ee820edf1a3dc0db53edbe4416c7a,Panama,2024-09-05,Contrasena,Alta,2024-08-29
Cruz PLC,Gobierno,Peru,100,BR-00561,2022-05-14,2022-07-12,Ataque de Fuerza Bruta,Baja,116727,5358243.61,US-005479,user_john73_5478,d08f486a9c6aaebe436cd0b5c6821d8f,Ecuador,2021-04-16,Numero Telefonico,Baja,2022-09-09
Vargas PLC,Gobierno,Brasil,100,BR-00264,2025-03-20,2025-05-28,Ransomware,Alta,1034579,9210344.41,US-000425,user_edwardreynolds_424,a7411bb2a5e504a1b30cb638ceac838d,Brasil,2019-10-01,Contrasena,Alta,2025-07-31
Kemp-Perez,Finanzas,Costa Rica,100,BR-00773,2026-03-01,2026-09-17,Inyeccion SQL,Media,3299419,12473765.9,US-005289,user_rodriguezjennifer_5288,1172328dfd05bbee761abc517c64ef40,Peru,2018-03-03,Correo Electronico,Media,2026-09-22
Cruz PLC,Gobierno,Peru,100,BR-00248,2023-01-24,2023-04-05,Phishing,Alta,769516,15291792.8,US-002184,user_aaron88_2183,6f206a61ba13c86d14fec33c9f318f63,Espana,2024-12-10,Nombre Completo,Baja,2023-04-17
Vargas PLC,Gobierno,Brasil,100,BR-00394,2024-01-13,2024-03-04,Ataque a Cadena de Suministro,Media,4789625,7782382.9,US-005116,user_megan24_5115,87bea1c057c8b9d4166d5f36e56a6f50,Espana,2018-05-15,Historial Medico,Critica,2024-05-12
Lynn-Garcia,Energia,Mexico,25000,BR-00612,2023-12-28,2024-05-12,Ataque de Fuerza Bruta,Media,3758593,16544430.45,US-006719,user_alexanderowens_6718,a2072c3527bb667f71353897642bfd9b,Espana,2018-03-06,Correo Electronico,Media,2024-07-07
Brown and Sons,Tecnologia,Chile,100,BR-00494,2023-07-28,2024-02-29,Ataque a Cadena de Suministro,Baja,4865146,23777352.92,US-002760,user_fordwilliam_2759,8ebb1349b1c7a61a345b3c320aad217e,Colombia,2025-11-26,Correo Electronico,Media,2024-03-01
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00722,2024-06-20,2024-09-08,Credenciales Filtradas de Terceros,Critica,4579372,21827408.47,US-002800,user_andrewlee_2799,a8b9a32b2367087f8fd6caea8e5027ce,Chile,2025-09-14,Numero de Tarjeta de Credito,Critica,2024-12-05
Conrad PLC,Gobierno,Peru,50,BR-00289,2023-09-05,2024-01-11,Ataque de Fuerza Bruta,Critica,520344,17500244.79,US-000524,user_ariaschristopher_523,f2f7e5473566a1dad2269b9607f58b19,Ecuador,2023-01-30,Correo Electronico,Media,2024-04-04
Hughes LLC,Tecnologia,Argentina,25000,BR-00261,2026-08-14,2026-09-22,Malware,Baja,4613758,1098615.26,US-005112,user_qpham_5111,1ca286dd6165c47a21523805f4ee4ae6,Estados Unidos,2025-06-01,Historial Medico,Critica,2026-09-22
Bell-Williams,Retail,Colombia,250,BR-00137,2021-10-05,2021-12-27,Credenciales Filtradas de Terceros,Alta,1451683,19171823.85,US-002907,user_john43_2906,b9f47d71d18aa89ca986df5638a58ad3,Brasil,2022-08-17,Numero de Identificacion,Alta,2022-03-24
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00343,2021-10-23,2022-03-14,Ataque a Cadena de Suministro,Media,3518126,21646861.85,US-005413,user_randall14_5412,3d81daf2d0bd2dbbf893c319568d8eca,Peru,2019-06-25,Direccion Fisica,Media,2022-03-25
"Fox, Odom and Colon",Retail,Chile,50000,BR-00096,2022-10-26,2023-02-25,Credenciales Filtradas de Terceros,Critica,907535,3937386.49,US-002775,user_nunezmichael_2774,d7dd2586b64cd6ac66e145cf649970f3,Panama,2026-07-24,Historial de Transacciones,Alta,2023-04-13
Miller-Smith,Turismo,Mexico,50,BR-00644,2023-05-08,2023-12-15,Credenciales Filtradas de Terceros,Media,3746256,16266053.03,US-002298,user_oliverrachel_2297,7512c782a4cc92c7ccb387b782957325,Espana,2023-02-04,Historial Medico,Critica,2023-12-22
"Jefferson, Smith and Wilkerson",Telecomunicaciones,Peru,10000,BR-00330,2023-07-25,2023-12-13,Ataque a Cadena de Suministro,Critica,2916297,2480665.97,US-007925,user_david75_7924,2273c4a09fe72e008d9acb233c29a3ba,Espana,2019-07-11,Contrasena,Alta,2024-01-02
Gallegos-Wilkerson,Salud,Panama,25000,BR-00647,2025-09-10,2026-01-22,Phishing,Media,1057737,5107934.21,US-002016,user_qblake_2015,d57ea1ff1863f75c08a27db118ddab4f,Argentina,2025-12-30,Nombre Completo,Baja,2026-03-03
Walton LLC,Salud,Espana,2500,BR-00267,2021-12-13,2022-05-21,Configuracion Erronea de Servidor,Media,2207459,20594896.42,US-001439,user_jamesschmitt_1438,c5e9359b7e21087ad49ca4873198fded,Estados Unidos,2022-10-13,Fecha de Nacimiento,Baja,2022-06-28
Collins-Harris,Educacion,Peru,1000,BR-00322,2024-03-14,2024-10-01,Configuracion Erronea de Servidor,Alta,3745894,20712728.42,US-004847,user_ufrazier_4846,0056c9dc6196928f53cffe152f045294,Peru,2022-05-18,Nombre Completo,Baja,2024-12-18
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00633,2024-08-04,2024-12-26,Phishing,Critica,3502505,16463809.53,US-007560,user_marcusmiddleton_7559,f521ceb6058e3879e367cde0423193fb,Colombia,2020-08-01,Fecha de Nacimiento,Baja,2025-01-17
"Jefferson, Smith and Wilkerson",Telecomunicaciones,Peru,10000,BR-00346,2021-10-20,2022-02-12,Ransomware,Baja,3669530,6978556.27,US-007423,user_barbarajohnson_7422,5c66f9bf7a83378d3575f79f82c73563,Panama,2025-06-20,Nombre Completo,Baja,2022-03-01
Lynn-Garcia,Energia,Mexico,25000,BR-00138,2023-08-04,2024-02-28,Inyeccion SQL,Baja,3123055,19808049.76,US-000012,user_vfoster_11,d76286ddadc21c46469091d0e9b09a43,Colombia,2017-07-02,Contrasena,Alta,2024-05-28
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00694,2023-08-24,2023-11-21,Malware,Baja,1846145,140276.74,US-005792,user_mckeemelanie_5791,26e273e74925a6870930cb729a9d1cd6,Peru,2020-07-01,Direccion Fisica,Media,2023-12-18
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00609,2025-02-15,2025-03-30,Inyeccion SQL,Media,1548336,7029929.56,US-003885,user_myersmonica_3884,2968855d30f279de6197f4d741901338,Mexico,2023-07-14,Contrasena,Alta,2025-03-31
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00413,2025-03-15,2025-05-24,Configuracion Erronea de Servidor,Media,750559,11929213.02,US-001312,user_robertvalentine_1311,229f1dddeb48f99b0fab764ba814569a,Chile,2021-06-06,Historial Medico,Critica,2025-07-21
Kemp-Perez,Finanzas,Costa Rica,100,BR-00445,2024-01-26,2024-03-29,Phishing,Baja,1596178,3922970.22,US-004705,user_johnfigueroa_4704,ca700e504140adfaeabcdbb8bcdf1e63,Espana,2026-04-26,Contrasena,Alta,2024-06-23
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00665,2022-04-01,2022-10-04,Explotacion de Vulnerabilidad Sin Parche,Media,2270378,12291829.59,US-000101,user_ncantu_100,1ff1289d0aada325221bf26ee11d347f,Brasil,2023-01-18,Numero de Identificacion,Alta,2022-10-30
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00223,2025-11-08,2026-03-27,Ataque a Cadena de Suministro,Media,4701082,1699298.19,US-006158,user_robertsjacob_6157,cbe65c396eb0f7fb242d54ebea81fb90,Uruguay,2022-07-10,Contrasena,Alta,2026-06-14
"Combs, Kent and Higgins",Retail,Argentina,50000,BR-00247,2025-12-05,2026-02-09,Phishing,Alta,2819733,12531904.76,US-001504,user_nmorse_1503,cd5603c490d920b9ce03e32f1e8a556d,Uruguay,2022-06-26,Nombre Completo,Baja,2026-03-20
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00487,2026-06-29,2026-09-22,Ataque a Cadena de Suministro,Media,153477,6187621.55,US-002119,user_halllaura_2118,0a2e1bc20952bd291268ee1d73a52697,Argentina,2023-07-29,Contrasena,Alta,2026-09-22
Reed-Weiss,Gobierno,Uruguay,100,BR-00255,2021-12-31,2022-04-17,Malware,Critica,4096577,1274613.57,US-006912,user_rojasloretta_6911,ab3f11b563968aff2549e32c105cc3ce,Uruguay,2020-06-09,Contrasena,Alta,2022-05-21
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00208,2026-05-22,2026-09-22,Explotacion de Vulnerabilidad Sin Parche,Media,3443668,9430242.72,US-001124,user_xwright_1123,98df6db69febeef537c6746f287fc451,Ecuador,2016-12-13,Numero de Tarjeta de Credito,Critica,2026-09-22
Collins-Harris,Educacion,Peru,1000,BR-00735,2025-12-02,2026-04-25,Phishing,Critica,580146,6457875.87,US-003361,user_melvin42_3360,59bf67d57ecde878d6b488aaa10bc935,Costa Rica,2023-05-16,Historial Medico,Critica,2026-06-25
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00376,2023-12-10,2023-12-25,Ataque de Fuerza Bruta,Critica,682006,23140843.19,US-006010,user_mannlawrence_6009,8fedb9075c97c3c463ea07d3d35cbace,Chile,2018-08-29,Historial de Transacciones,Alta,2024-03-14
Collins-Harris,Educacion,Peru,1000,BR-00293,2025-09-16,2026-01-06,Insider Malicioso,Critica,974597,13146592.01,US-000053,user_edwardduffy_52,4d34c8c738c0b0d0999c1867824de7f1,Costa Rica,2019-05-10,Direccion Fisica,Media,2026-02-22
Adams-Fowler,Tecnologia,Brasil,100,BR-00213,2025-08-06,2025-10-21,Insider Malicioso,Critica,2718156,20032641.09,US-006191,user_jonathan54_6190,b118ee4f9031a2afe35c3e006965ad37,Costa Rica,2021-04-26,Numero de Identificacion,Alta,2025-11-29
Lynn-Garcia,Energia,Mexico,25000,BR-00107,2024-07-01,2024-11-21,Insider Malicioso,Alta,3530442,255514.84,US-001346,user_michaelkeller_1345,02f2d203ed26b25cd69b16647f51dcc8,Colombia,2020-12-01,Historial Medico,Critica,2025-02-02
Ward Ltd,Finanzas,Chile,50,BR-00796,2025-03-29,2025-09-16,Configuracion Erronea de Servidor,Alta,3142184,4929887.37,US-001009,user_suzanne26_1008,e86aefd870943646713cdaf19f59f0e4,Argentina,2022-12-30,Contrasena,Alta,2025-10-18
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00706,2026-08-11,2026-09-22,Configuracion Erronea de Servidor,Critica,189401,4154076.26,US-002614,user_fwilson_2613,b57ff9d7277aaa451b2a76f977ce944d,Argentina,2021-05-06,Direccion Fisica,Media,2026-09-22
Brown and Sons,Tecnologia,Chile,100,BR-00320,2023-09-06,2024-03-14,Ransomware,Critica,3968786,12585211.8,US-004099,user_elliottchristopher_4098,a5bf96489d341b9e5a4cff6e76cbc49a,Estados Unidos,2023-09-10,Historial Medico,Critica,2024-04-16
Goodman PLC,Turismo,Ecuador,50000,BR-00540,2026-02-04,2026-08-01,Insider Malicioso,Alta,3307338,13915913.47,US-005369,user_kdavis_5368,29b28eb8ea6c36c4d6952afba5dfaf2d,Panama,2023-11-16,Contrasena,Alta,2026-09-22
"Jefferson, Smith and Wilkerson",Telecomunicaciones,Peru,10000,BR-00236,2022-12-08,2023-05-21,Ransomware,Critica,1942963,6121682.31,US-004356,user_christopher64_4355,0ead587b941db3160237fa6326bfdd6a,Mexico,2018-09-14,Nombre Completo,Baja,2023-08-03
"Mason, Hanson and Graham",Gobierno,Chile,5000,BR-00741,2023-03-15,2023-05-19,Configuracion Erronea de Servidor,Media,750054,1684845.23,US-000587,user_zlee_586,7445fbc056d6c0e1caf2e74953b5f658,Mexico,2025-03-16,Fecha de Nacimiento,Baja,2023-07-12
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00004,2024-05-29,2025-01-10,Inyeccion SQL,Media,4594892,6011042.42,US-005435,user_lmunoz_5434,7b273ed329167ff29c378f216797e167,Costa Rica,2022-12-01,Contrasena,Alta,2025-02-17
Cruz PLC,Gobierno,Peru,100,BR-00448,2023-08-20,2024-01-25,Credenciales Filtradas de Terceros,Critica,86635,13136574.49,US-002184,user_aaron88_2183,6f206a61ba13c86d14fec33c9f318f63,Espana,2024-12-10,Fecha de Nacimiento,Baja,2024-03-18
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00204,2024-09-07,2025-01-22,Credenciales Filtradas de Terceros,Alta,1984915,23874507.04,US-000833,user_joseph43_832,2c6e071ba27a3c423a7629a45886384e,Brasil,2017-12-19,Direccion Fisica,Media,2025-04-10
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00680,2023-06-18,2023-10-14,Ataque a Cadena de Suministro,Media,994198,3060787.0,US-006382,user_kholmes_6381,d1cac8e6f62cfcced6a873dbc3ad97ff,Ecuador,2025-05-04,Direccion Fisica,Media,2024-01-12
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00223,2025-11-08,2026-03-27,Ataque a Cadena de Suministro,Media,4701082,1699298.19,US-002736,user_berrysteven_2735,5affe1855340393c065702a36ba3a6e7,Panama,2023-10-16,Fecha de Nacimiento,Baja,2026-04-19
Martinez Ltd,Retail,Estados Unidos,100,BR-00227,2025-03-20,2025-04-20,Insider Malicioso,Critica,4598837,23384325.61,US-003397,user_christinamartinez_3396,231ac63aaab1319e39e50bbb4e040a6a,Mexico,2021-07-23,Numero Telefonico,Baja,2025-07-19
Hughes LLC,Tecnologia,Argentina,25000,BR-00231,2023-10-03,2024-03-03,Insider Malicioso,Critica,4373969,14689506.93,US-000551,user_jessica05_550,4cc7d6adf8a45e49f7265ed473fa66dd,Chile,2020-01-24,Historial Medico,Critica,2024-03-28
Harris-Allen,Retail,Mexico,25000,BR-00713,2024-01-25,2024-09-11,Phishing,Media,175446,2360061.11,US-003570,user_david42_3569,1a44001c45077f2bbeed25a1402ce27d,Brasil,2023-06-01,Fecha de Nacimiento,Baja,2024-10-21
"Combs, Kent and Higgins",Retail,Argentina,50000,BR-00251,2024-09-05,2025-02-24,Phishing,Media,4355497,24284993.91,US-005375,user_sfischer_5374,a5aed32cdbd4063edd10528e0992b5f4,Colombia,2020-08-31,Contrasena,Alta,2025-03-17
"Acosta, Williams and Mcmillan",Energia,Costa Rica,25000,BR-00380,2023-03-01,2023-09-09,Explotacion de Vulnerabilidad Sin Parche,Media,1264147,21798496.48,US-006460,user_emily00_6459,ade136ada4a726e2af62684e56ce9cf3,Colombia,2019-08-24,Numero de Identificacion,Alta,2023-10-08
"Brown, George and Hernandez",Manufactura,Costa Rica,5000,BR-00290,2023-07-22,2024-01-12,Ataque de Fuerza Bruta,Alta,4634111,24026275.92,US-002279,user_qbrown_2278,4195fe1e898b87c818e0e31411000ba6,Brasil,2018-10-24,Nombre Completo,Baja,2024-02-21
Miller-Smith,Turismo,Mexico,50,BR-00046,2023-03-15,2023-06-20,Phishing,Critica,257742,2562751.48,US-003012,user_caitlinnunez_3011,a5b6144b921b46120777d719137daa6f,Brasil,2021-06-17,Contrasena,Alta,2023-07-25
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00258,2024-03-13,2024-05-21,Ataque a Cadena de Suministro,Media,3125758,7819597.0,US-004263,user_qgonzalez_4262,09e570c81fe8978945620d6ba75c0781,Panama,2019-03-05,Historial de Transacciones,Alta,2024-05-22
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00800,2025-11-30,2026-01-28,Explotacion de Vulnerabilidad Sin Parche,Baja,1505188,24122155.85,US-005265,user_elizabethallison_5264,425a3fca0f985e5bfbd4189ebf00334d,Argentina,2023-11-19,Correo Electronico,Media,2026-03-03
"Boone, Cole and Aguilar",Retail,Peru,2500,BR-00385,2025-11-30,2026-07-18,Phishing,Media,2372638,2372660.39,US-000692,user_lambertdana_691,81829aff23b550f03e4b18ded43b0d06,Estados Unidos,2024-02-03,Correo Electronico,Media,2026-09-22
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00760,2024-01-05,2024-08-23,Credenciales Filtradas de Terceros,Critica,3273073,22678945.55,US-002286,user_ggreen_2285,05f211f3802ea81026c3943fbb0147a8,Colombia,2023-07-07,Contrasena,Alta,2024-09-20
"Mason, Hanson and Graham",Gobierno,Chile,5000,BR-00519,2023-07-04,2024-01-31,Credenciales Filtradas de Terceros,Baja,130446,24227751.87,US-004061,user_nicole27_4060,97aac41a2d53f343a9771a9122dfd8cd,Peru,2020-07-09,Historial Medico,Critica,2024-04-18
"Clark, Cox and Schmidt",Finanzas,Brasil,25000,BR-00321,2023-07-14,2023-11-30,Insider Malicioso,Baja,397615,9037853.51,US-000080,user_david84_79,7828c1b36294bcca63194996dd7d8be6,Espana,2023-10-19,Historial de Transacciones,Alta,2024-02-14
Cruz-Schultz,Energia,Panama,50,BR-00131,2022-02-15,2022-09-28,Credenciales Filtradas de Terceros,Media,3326507,4371576.76,US-001682,user_pfoster_1681,da564cfd1f175283bdfbda6ba8bba1e5,Mexico,2024-02-03,Numero de Identificacion,Alta,2022-11-16
Hughes LLC,Tecnologia,Argentina,25000,BR-00257,2025-11-20,2026-06-15,Phishing,Baja,601023,10563469.0,US-000280,user_clayton68_279,151a33eb090e434c5595a3ffac727b4a,Costa Rica,2024-11-14,Numero de Tarjeta de Credito,Critica,2026-06-16
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00357,2023-08-25,2024-03-24,Credenciales Filtradas de Terceros,Critica,4006794,12882194.04,US-000697,user_brittany12_696,43cd542a8156095564cc46811b217491,Argentina,2023-11-27,Historial Medico,Critica,2024-06-13
Murphy-Mullins,Retail,Ecuador,1000,BR-00090,2025-01-18,2025-07-26,Inyeccion SQL,Critica,1075702,19266171.79,US-003450,user_michaelvang_3449,59470b0db56b9a509b70d4abd8bb6e33,Uruguay,2018-07-06,Direccion Fisica,Media,2025-09-21
Davis-Kelley,Energia,Colombia,250,BR-00543,2025-06-26,2025-12-05,Explotacion de Vulnerabilidad Sin Parche,Alta,4100902,10819930.4,US-006230,user_fgibbs_6229,fd4d0f2459c069ae2cf337b806bcd9d3,Argentina,2021-03-16,Fecha de Nacimiento,Baja,2026-01-16
"Richardson, Velasquez and Wilson",Tecnologia,Espana,250,BR-00167,2025-04-12,2025-11-23,Phishing,Baja,3947759,17976135.12,US-000506,user_davidhall_505,20f1951d86efb6c1a249edc245a64250,Uruguay,2026-06-03,Nombre Completo,Baja,2026-02-16
Shaw Group,Manufactura,Uruguay,25000,BR-00560,2024-08-04,2024-09-09,Malware,Media,347938,10596244.19,US-002757,user_penasamuel_2756,99402151370c36202d70f4909bb93426,Panama,2026-06-15,Fecha de Nacimiento,Baja,2024-10-27
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00482,2023-07-27,2023-12-31,Ataque a Cadena de Suministro,Media,4396988,22929782.64,US-002982,user_destiny54_2981,056c4ed91af58575159e9b1a205f840e,Mexico,2020-03-21,Historial Medico,Critica,2024-03-24
Goodman PLC,Turismo,Ecuador,50000,BR-00190,2025-03-15,2025-07-09,Phishing,Baja,3765747,24120633.03,US-005438,user_wongchristina_5437,5f45e0bce6b11a2b31fe6e0ce3c77ae9,Estados Unidos,2017-01-28,Correo Electronico,Media,2025-08-26
Martinez Ltd,Retail,Estados Unidos,100,BR-00635,2025-03-12,2025-11-02,Ataque de Fuerza Bruta,Alta,3153640,7847593.22,US-002864,user_justinblanchard_2863,b201f661b449a6ff9ec7644a8c7ad3f7,Estados Unidos,2018-03-01,Nombre Completo,Baja,2025-12-10
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00457,2024-06-27,2024-10-16,Explotacion de Vulnerabilidad Sin Parche,Alta,2434681,337134.34,US-002044,user_carterjesse_2043,f0efff9ddec8baa75653194fd117055e,Mexico,2023-11-29,Correo Electronico,Media,2025-01-06
