nombre_organizacion,sector_organizacion,pais_organizacion,tamano_empleados_organizacion,codigo_brecha,fecha_ocurrencia,fecha_deteccion,vector_ataque,severidad_incidente,registros_afectados_total,costo_estimado_total,codigo_usuario,pseudonimo_usuario,email_hash_usuario,pais_residencia_usuario,fecha_registro_usuario,tipo_dato_expuesto,categoria_sensibilidad_dato,fecha_notificacion_usuario
"Jacobs, Santiago and Phelps",Finanzas,Mexico,50000,BR-00063,2025-01-30,2025-04-05,Phishing,Alta,2252587,13582057.95,US-004567,user_sherylunderwood_4566,1823b17d830de2af3255fd9b9ff8f7ee,Espana,2021-03-02,Numero de Identificacion,Alta,2025-05-09
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00108,2025-07-11,2026-01-29,Malware,Critica,1959629,14673273.25,US-001348,user_kcontreras_1347,fa3fe6073d3bddeb3cc36233314ef2ce,Peru,2018-07-20,Direccion Fisica,Media,2026-04-04
Hughes LLC,Tecnologia,Argentina,25000,BR-00261,2026-08-14,2026-09-22,Malware,Baja,4613758,1098615.26,US-004345,user_morrisonkelly_4344,e0a91b72f03253e5a7e637f538fe8ec9,Chile,2023-07-08,Numero Telefonico,Baja,2026-09-22
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00314,2025-04-13,2025-07-01,Phishing,Baja,3815761,12229525.41,US-001425,user_derrick42_1424,b0deb5e8fdb6b72bd3c6acd12f36a20d,Costa Rica,2022-06-14,Historial Medico,Critica,2025-09-24
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00366,2024-02-21,2024-05-09,Phishing,Media,401645,7511215.52,US-005721,user_cortezkurt_5720,17a1cdc9727758ef14c24c5ab2514b7b,Peru,2017-04-04,Numero de Tarjeta de Credito,Critica,2024-08-07
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00429,2024-10-22,2025-02-09,Credenciales Filtradas de Terceros,Critica,1277780,24980375.38,US-007545,user_asmith_7544,a0e41439d72e3fd3b70171b1bc94efea,Espana,2024-09-03,Numero de Tarjeta de Credito,Critica,2025-02-21
Hunt PLC,Finanzas,Ecuador,100,BR-00260,2026-08-21,2026-09-22,Phishing,Media,3643573,9268974.31,US-006572,user_aliciacarson_6571,3d19d150d7733a90636b303134c8b94a,Panama,2022-07-01,Numero de Tarjeta de Credito,Critica,2026-09-22
Brown and Sons,Tecnologia,Chile,100,BR-00687,2023-04-16,2023-11-04,Credenciales Filtradas de Terceros,Media,1939311,1766237.49,US-003292,user_brownlori_3291,fbccb388bcb2489ccce3b1c9d1cb61ed,Estados Unidos,2026-04-16,Fecha de Nacimiento,Baja,2023-12-19
Farmer-Hurst,Manufactura,Espana,500,BR-00365,2022-01-31,2022-02-27,Malware,Media,1783159,18457003.61,US-002857,user_ematthews_2856,0476b5161aaf191268ede298172998fa,Uruguay,2016-10-29,Contrasena,Alta,2022-03-19
Cruz-Schultz,Energia,Panama,50,BR-00129,2023-07-19,2024-02-02,Explotacion de Vulnerabilidad Sin Parche,Critica,405774,1085566.21,US-001173,user_solisshelley_1172,82bfd95bf864ec91ef7d3853bee6d1aa,Mexico,2018-04-19,Fecha de Nacimiento,Baja,2024-04-08
"Gibson, Lowe and Lawson",Tecnologia,Uruguay,25000,BR-00171,2021-11-16,2022-02-27,Insider Malicioso,Media,209281,766167.02,US-001729,user_rodriguezann_1728,6c53c964e49352a273c8942c084af256,Estados Unidos,2023-08-04,Fecha de Nacimiento,Baja,2022-05-27
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00585,2026-04-13,2026-09-22,Explotacion de Vulnerabilidad Sin Parche,Alta,4560375,24719129.78,US-001979,user_garybrown_1978,308d57059f854f76fb5bced10ece61b1,Mexico,2017-11-13,Historial de Transacciones,Alta,2026-09-22
Little-Garcia,Manufactura,Panama,50,BR-00086,2024-06-05,2024-06-20,Configuracion Erronea de Servidor,Critica,1712541,23500605.29,US-007553,user_eatonstephen_7552,556d6b3934ebebe4ab616bccdcc5bd6e,Espana,2023-07-16,Direccion Fisica,Media,2024-07-19
Brown and Sons,Tecnologia,Chile,100,BR-00508,2026-04-26,2026-07-22,Ataque a Cadena de Suministro,Alta,251227,23952640.29,US-004641,user_mschneider_4640,4e83cf2e8a163367e5f8c92800a30953,Chile,2020-07-09,Numero de Identificacion,Alta,2026-09-19
"Brown, George and Hernandez",Manufactura,Costa Rica,5000,BR-00290,2023-07-22,2024-01-12,Ataque de Fuerza Bruta,Alta,4634111,24026275.92,US-000461,user_davidrivera_460,b2999eda3f88192c0c888ad1591b4c46,Costa Rica,2024-11-19,Numero de Identificacion,Alta,2024-04-09
Baker-Stewart,Telecomunicaciones,Argentina,100,BR-00344,2022-12-23,2023-03-29,Configuracion Erronea de Servidor,Critica,2684856,16094146.52,US-002234,user_joseph77_2233,1c7ba910768bac31d5fc814b2ffb5adb,Panama,2024-09-14,Direccion Fisica,Media,2023-04-13
"Combs, Kent and Higgins",Retail,Argentina,50000,BR-00036,2025-12-26,2026-02-03,Credenciales Filtradas de Terceros,Critica,2485195,1719584.49,US-003622,user_hernandezadrienne_3621,67aa624e4d22f18938fdf33128c56ec6,Estados Unidos,2016-11-06,Historial Medico,Critica,2026-02-27
Adams LLC,Tecnologia,Mexico,2500,BR-00568,2024-04-12,2024-09-26,Explotacion de Vulnerabilidad Sin Parche,Critica,3223586,6137254.09,US-000992,user_xhall_991,54fb0c40574e5aba1bed0433ad69b3e4,Panama,2024-01-04,Correo Electronico,Media,2024-10-07
Perkins Inc,Telecomunicaciones,Costa Rica,10000,BR-00764,2024-05-15,2024-07-13,Configuracion Erronea de Servidor,Baja,4871455,8685263.5,US-007129,user_jeffreyjames_7128,667208e394848c7781a5b5a6f1d2bd2d,Argentina,2019-04-08,Direccion Fisica,Media,2024-08-26
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00308,2023-03-17,2023-09-18,Inyeccion SQL,Baja,1277271,8143973.31,US-005992,user_rebeccaperry_5991,37c74559c84585dd75fe9b7d9b49c04c,Brasil,2026-03-30,Correo Electronico,Media,2023-12-17
Reed-Weiss,Gobierno,Uruguay,100,BR-00173,2022-06-02,2022-09-05,Credenciales Filtradas de Terceros,Alta,4645499,19959440.09,US-007314,user_baxterchristopher_7313,5a777f05b69e0fbd00987b53698bafda,Peru,2024-08-07,Numero de Identificacion,Alta,2022-09-30
Farmer-Hurst,Manufactura,Espana,500,BR-00639,2026-03-05,2026-08-15,Ransomware,Media,3032372,17849284.07,US-005059,user_krobinson_5058,e752575776e1adc7ba8f9fe9fa051412,Colombia,2018-11-09,Direccion Fisica,Media,2026-08-16
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00732,2024-06-07,2024-09-18,Configuracion Erronea de Servidor,Media,1611261,19847759.0,US-001815,user_arthur20_1814,dc21a6a150d91b13ed39c5e5d317ff49,Costa Rica,2024-01-09,Numero de Tarjeta de Credito,Critica,2024-11-10
Mccormick PLC,Tecnologia,Colombia,1000,BR-00441,2025-12-23,2026-06-27,Insider Malicioso,Critica,508684,11287695.28,US-001977,user_philip08_1976,963b4fff9d650a22c5ffe9f2e724bcfb,Ecuador,2018-07-24,Nombre Completo,Baja,2026-07-05
Walton LLC,Salud,Espana,2500,BR-00267,2021-12-13,2022-05-21,Configuracion Erronea de Servidor,Media,2207459,20594896.42,US-002106,user_mward_2105,819e6879839b769ef232d6cc5d4e66fd,Brasil,2023-09-22,Correo Electronico,Media,2022-06-18
"Combs, Kent and Higgins",Retail,Argentina,50000,BR-00432,2025-12-13,2026-06-28,Phishing,Alta,4732792,17005556.86,US-002541,user_eholmes_2540,1257be18f4fd350a6ec91308a9a3d51e,Argentina,2019-06-06,Direccion Fisica,Media,2026-09-22
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00314,2025-04-13,2025-07-01,Phishing,Baja,3815761,12229525.41,US-003805,user_melissacoleman_3804,55ef136e4ab5217cb633becfc021dfd0,Brasil,2021-11-23,Nombre Completo,Baja,2025-07-11
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00004,2024-05-29,2025-01-10,Inyeccion SQL,Media,4594892,6011042.42,US-002303,user_wattspaul_2302,691618b3e7d5b331d83774fb6e56ec9f,Mexico,2022-12-09,Numero de Identificacion,Alta,2025-02-11
Vargas PLC,Gobierno,Brasil,100,BR-00406,2023-12-10,2024-01-16,Ransomware,Critica,3248077,18339982.63,US-002960,user_bmarquez_2959,976f224f65df53d3934b39fcf46d0c34,Costa Rica,2022-01-05,Nombre Completo,Baja,2024-04-12
Cruz PLC,Gobierno,Peru,100,BR-00412,2026-05-02,2026-09-22,Configuracion Erronea de Servidor,Alta,3438993,10183010.65,US-007940,user_joebrown_7939,8cc0b0c8d6de2b35a0550abeef60f124,Mexico,2021-04-15,Numero de Tarjeta de Credito,Critica,2026-09-22
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00701,2026-04-15,2026-05-31,Phishing,Media,1566485,8359530.34,US-004513,user_maryharper_4512,07c6e69096032a326536fcc70b71da95,Uruguay,2017-03-25,Historial de Transacciones,Alta,2026-08-18
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00502,2023-05-26,2023-11-09,Configuracion Erronea de Servidor,Baja,3984719,23534880.96,US-002019,user_jennifer29_2018,2913198720f53e0b0f1b0da79a99712d,Espana,2022-04-02,Correo Electronico,Media,2024-01-28
Shaw Group,Manufactura,Uruguay,25000,BR-00009,2023-11-24,2024-06-14,Ataque de Fuerza Bruta,Critica,87114,11097950.19,US-006787,user_bmitchell_6786,3630ccf450535574fddd9e4e165d6cba,Uruguay,2018-10-22,Contrasena,Alta,2024-08-10
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00230,2026-02-21,2026-05-12,Insider Malicioso,Critica,3355790,5370821.99,US-006124,user_pjohnson_6123,f0bfc0579c068d91104609dc22f00aae,Ecuador,2021-12-09,Nombre Completo,Baja,2026-06-11
Walton LLC,Salud,Espana,2500,BR-00681,2026-07-26,2026-09-22,Ataque a Cadena de Suministro,Baja,1870438,6691195.7,US-002856,user_poolestephanie_2855,d4c080762e0cfc6189b6b773356a8c76,Chile,2018-11-09,Numero de Identificacion,Alta,2026-09-22
Adams LLC,Tecnologia,Mexico,2500,BR-00098,2023-02-16,2023-10-10,Credenciales Filtradas de Terceros,Critica,1753497,7650165.2,US-002306,user_sbarber_2305,7395e4934f15bda5e0984d643bd6896d,Espana,2021-01-18,Direccion Fisica,Media,2024-01-08
"Jacobs, Santiago and Phelps",Finanzas,Mexico,50000,BR-00652,2026-02-27,2026-07-14,Configuracion Erronea de Servidor,Media,2404075,16999981.08,US-002576,user_jeffrey25_2575,39751d1e14163e41f46c0d9525033069,Brasil,2025-08-21,Numero Telefonico,Baja,2026-07-22
Mccormick PLC,Tecnologia,Colombia,1000,BR-00559,2023-05-16,2023-06-22,Phishing,Media,654111,17519150.12,US-001497,user_uramsey_1496,03126dd657df442bddc6a1ebea5fbd1e,Brasil,2021-09-24,Numero de Identificacion,Alta,2023-09-11
"Weaver, Garcia and Hunter",Tecnologia,Espana,50,BR-00555,2025-09-20,2026-04-10,Configuracion Erronea de Servidor,Critica,4554365,5000419.97,US-001793,user_clarkjennifer_1792,b5d8e1c1e3c340c999af1096ed27fd7e,Costa Rica,2021-07-31,Historial de Transacciones,Alta,2026-05-01
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00460,2024-07-25,2024-12-12,Ataque de Fuerza Bruta,Baja,2104170,24292151.23,US-002180,user_davisdonald_2179,10a779f7532082f0d27ae527f6b529ca,Costa Rica,2024-03-09,Numero de Identificacion,Alta,2024-12-28
"Brown, George and Hernandez",Manufactura,Costa Rica,5000,BR-00567,2023-09-19,2023-12-14,Credenciales Filtradas de Terceros,Baja,4387430,8318369.76,US-004817,user_xlozano_4816,7a699f6a5ada4b8b9619806391a9f243,Colombia,2019-06-28,Nombre Completo,Baja,2024-02-24
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00122,2025-04-04,2025-10-21,Phishing,Media,2953241,14532343.75,US-000525,user_lkirk_524,0a5d972c268a381af74731f274af0a9f,Mexico,2023-11-28,Nombre Completo,Baja,2026-01-08
Lynn-Garcia,Energia,Mexico,25000,BR-00341,2024-04-14,2024-11-28,Insider Malicioso,Critica,3004117,16637694.24,US-002913,user_hhill_2912,de393237af6d22879e8f0e491c6e22fa,Panama,2019-11-12,Contrasena,Alta,2024-12-14
"Combs, Kent and Higgins",Retail,Argentina,50000,BR-00128,2024-03-23,2024-03-30,Explotacion de Vulnerabilidad Sin Parche,Baja,2430065,9972573.17,US-007145,user_lauriemunoz_7144,3d2eca4f1355f24fa847c6500a37d934,Peru,2020-09-15,Direccion Fisica,Media,2024-04-21
Walton LLC,Salud,Espana,2500,BR-00681,2026-07-26,2026-09-22,Ataque a Cadena de Suministro,Baja,1870438,6691195.7,US-006390,user_michael40_6389,2af27154c937e1e5163c600527e4c116,Estados Unidos,2023-11-27,Numero de Identificacion,Alta,2026-09-22
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00797,2024-11-05,2025-04-14,Insider Malicioso,Baja,4493708,13620982.03,US-003876,user_jbutler_3875,2f181c9be32037ef8a4bbfe805494081,Costa Rica,2023-11-11,Historial de Transacciones,Alta,2025-05-19
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00593,2023-12-15,2024-05-13,Inyeccion SQL,Baja,3610061,12275661.23,US-007633,user_castromichael_7632,7eb396c38a9c8ca211e1ad0004a762fb,Chile,2018-06-27,Numero Telefonico,Baja,2024-07-17
"Gibson, Lowe and Lawson",Tecnologia,Uruguay,25000,BR-00070,2026-07-20,2026-09-22,Explotacion de Vulnerabilidad Sin Parche,Media,3955317,2205048.82,US-006713,user_jennifer30_6712,bff443c2dcc4736103132233f7011e83,Costa Rica,2021-09-25,Direccion Fisica,Media,2026-09-22
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00017,2021-11-10,2022-06-19,Inyeccion SQL,Media,3280048,10990788.37,US-007092,user_ywoodard_7091,7d2b5ee19d4ef1e27c0692d4b13442e0,Panama,2019-02-24,Correo Electronico,Media,2022-06-28
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00460,2024-07-25,2024-12-12,Ataque de Fuerza Bruta,Baja,2104170,24292151.23,US-001361,user_ilong_1360,3bb78df085ee5c26b2fe4ffaf350eaab,Ecuador,2025-12-15,Numero de Tarjeta de Credito,Critica,2025-02-28
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00794,2022-07-02,2022-10-20,Ataque de Fuerza Bruta,Alta,1374530,21710704.81,US-004184,user_yharris_4183,7963d065d1fbac957bdc243a57ab89ce,Peru,2023-12-17,Fecha de Nacimiento,Baja,2023-01-05
Murphy-Mullins,Retail,Ecuador,1000,BR-00332,2026-07-17,2026-09-22,Insider Malicioso,Critica,4975918,1089569.46,US-003364,user_alexanderdavid_3363,efa8306cab6a1456156607a78251459a,Argentina,2022-02-23,Numero Telefonico,Baja,2026-09-22
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00192,2024-01-03,2024-05-23,Configuracion Erronea de Servidor,Baja,760818,17495533.41,US-006519,user_newtonsamantha_6518,d55684d36aed10b1e0ce086313eb5887,Espana,2023-07-29,Nombre Completo,Baja,2024-06-18
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00506,2026-01-09,2026-08-08,Explotacion de Vulnerabilidad Sin Parche,Baja,1360491,3625595.74,US-005902,user_patricia72_5901,bbf2843c2ee5026416c68fad2be0e921,Estados Unidos,2018-08-14,Numero de Tarjeta de Credito,Critica,2026-09-22
"Boone, Cole and Aguilar",Retail,Peru,2500,BR-00104,2023-07-09,2023-11-06,Ataque a Cadena de Suministro,Critica,3981469,24838301.56,US-003005,user_christopherscott_3004,638ac7a3f5ad8d5eacbe74aa13cfde69,Colombia,2024-08-31,Nombre Completo,Baja,2023-12-09
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00122,2025-04-04,2025-10-21,Phishing,Media,2953241,14532343.75,US-001366,user_james86_1365,59fdfa530545c6e424886e176cdc246c,Argentina,2023-04-13,Numero de Tarjeta de Credito,Critica,2025-12-05
Cruz PLC,Gobierno,Peru,100,BR-00248,2023-01-24,2023-04-05,Phishing,Alta,769516,15291792.8,US-007367,user_floresbeverly_7366,5dccd681aa66831c4036383bc6b376cc,Panama,2018-12-18,Historial Medico,Critica,2023-05-04
Brown and Sons,Tecnologia,Chile,100,BR-00320,2023-09-06,2024-03-14,Ransomware,Critica,3968786,12585211.8,US-006513,user_michelleritter_6512,eb38de2c86a7a7173288182f6fb6ea1a,Ecuador,2024-06-08,Correo Electronico,Media,2024-04-07
"Richardson, Velasquez and Wilson",Tecnologia,Espana,250,BR-00602,2023-01-28,2023-08-07,Insider Malicioso,Critica,133008,7689656.73,US-006888,user_richmondnicole_6887,c9196f23bb4851ede3d771cc7010fcf2,Ecuador,2025-02-15,Historial Medico,Critica,2023-09-05
Little-Garcia,Manufactura,Panama,50,BR-00453,2023-05-23,2023-06-19,Malware,Media,916692,9337081.73,US-007526,user_bwilliams_7525,72fd4ce9d6cc98db82a61a3b50a83ee0,Peru,2026-07-19,Fecha de Nacimiento,Baja,2023-08-24
Adams-Fowler,Tecnologia,Brasil,100,BR-00213,2025-08-06,2025-10-21,Insider Malicioso,Critica,2718156,20032641.09,US-007979,user_christopher04_7978,7747b086eac9bcfc2c808903aea91be5,Peru,2024-01-25,Nombre Completo,Baja,2025-11-22
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00158,2025-08-05,2025-10-13,Phishing,Critica,1621617,17762408.77,US-003452,user_lori63_3451,1092c5b4a7d6fe05e5ddf159bc787287,Uruguay,2020-02-23,Nombre Completo,Baja,2025-12-18
Farmer-Hurst,Manufactura,Espana,500,BR-00305,2024-12-10,2025-01-01,Ransomware,Critica,445822,13960872.52,US-001255,user_conniebaker_1254,0e76b8ec25783201a6eeff53e73a8be0,Estados Unidos,2026-07-22,Contrasena,Alta,2025-01-07
Vargas PLC,Gobierno,Brasil,100,BR-00264,2025-03-20,2025-05-28,Ransomware,Alta,1034579,9210344.41,US-004574,user_christiantaylor_4573,0abe43d0dc450746a5c0867e1529caf6,Peru,2016-11-28,Numero de Identificacion,Alta,2025-06-27
"Brown, George and Hernandez",Manufactura,Costa Rica,5000,BR-00765,2024-03-11,2024-05-10,Insider Malicioso,Alta,4130532,11623288.41,US-004543,user_katkinson_4542,d1cd6c85cfd7b9c7d1407f97796e96f6,Peru,2022-07-16,Fecha de Nacimiento,Baja,2024-07-10
Lynn-Garcia,Energia,Mexico,25000,BR-00501,2023-11-20,2024-03-15,Ransomware,Alta,4033852,13784953.54,US-005243,user_michael83_5242,149e84ad5da7ba213213d53304aa6c77,Colombia,2024-08-05,Numero Telefonico,Baja,2024-05-15
Harris-Allen,Retail,Mexico,25000,BR-00097,2023-11-15,2024-02-15,Insider Malicioso,Alta,1465599,22764974.86,US-005415,user_bergtina_5414,86224e3085b7ba216a4456ad93058e37,Estados Unidos,2019-02-19,Contrasena,Alta,2024-04-26
Adams-Fowler,Tecnologia,Brasil,100,BR-00044,2025-01-19,2025-05-18,Ransomware,Alta,992986,18870468.56,US-006458,user_marcusroach_6457,55fa7cae299d677fdf1494293be86354,Costa Rica,2023-06-23,Contrasena,Alta,2025-07-12
Lynn-Garcia,Energia,Mexico,25000,BR-00095,2023-02-12,2023-06-11,Credenciales Filtradas de Terceros,Critica,2452165,17416576.98,US-004635,user_bturner_4634,962f05450e76fd6988d0f67e40b1b8d5,Colombia,2017-07-24,Correo Electronico,Media,2023-08-12
"Fox, Odom and Colon",Retail,Chile,50000,BR-00015,2026-02-27,2026-03-10,Insider Malicioso,Critica,2802559,1003069.5,US-006427,user_brucelaura_6426,84559d462eda9a5c0f5d560984901708,Peru,2018-10-09,Correo Electronico,Media,2026-04-26
Hughes LLC,Tecnologia,Argentina,25000,BR-00114,2023-11-17,2024-06-04,Credenciales Filtradas de Terceros,Baja,860648,20218829.82,US-000567,user_aaronreynolds_566,14778640d300dbd4a7db2d16bf90dcd5,Chile,2026-02-07,Historial de Transacciones,Alta,2024-08-08
"Acosta, Williams and Mcmillan",Energia,Costa Rica,25000,BR-00338,2025-10-20,2025-11-09,Configuracion Erronea de Servidor,Baja,4309847,7241087.76,US-000205,user_kleinevan_204,f1aa6048354ff91d99157afddc01ec7a,Ecuador,2021-04-06,Historial Medico,Critica,2026-01-31
Lynn-Garcia,Energia,Mexico,25000,BR-00039,2023-09-04,2023-09-05,Ataque de Fuerza Bruta,Alta,1202404,22643686.99,US-007161,user_pamelafloyd_7160,6525fa1100c7ccae5394246a00f50d41,Argentina,2017-08-24,Correo Electronico,Media,2023-10-19
Baker-Stewart,Telecomunicaciones,Argentina,100,BR-00446,2026-05-05,2026-09-22,Ataque a Cadena de Suministro,Baja,2724685,24135406.27,US-003492,user_ericbolton_3491,8b303d457ea3fffdd5c2f719114afa2c,Mexico,2017-04-15,Direccion Fisica,Media,2026-09-22
Reed Group,Salud,Colombia,25000,BR-00426,2024-08-18,2025-04-14,Phishing,Alta,4688578,15678871.65,US-001788,user_iwilliams_1787,1197778da437ace5491682bb17b3573a,Chile,2020-10-29,Numero Telefonico,Baja,2025-05-18
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00041,2025-11-01,2026-06-23,Ataque a Cadena de Suministro,Baja,4861065,22809261.61,US-002522,user_alexanderkenneth_2521,b62f68f8e9fb66d6d1d10c5536573c3c,Ecuador,2023-08-06,Fecha de Nacimiento,Baja,2026-08-09
Hunt PLC,Finanzas,Ecuador,100,BR-00684,2025-03-16,2025-07-27,Phishing,Media,3716898,24758241.11,US-004776,user_sean23_4775,7c0f5377c760bd6cece13898d5ae2394,Brasil,2017-09-05,Historial Medico,Critica,2025-10-08
Kemp-Perez,Finanzas,Costa Rica,100,BR-00696,2022-03-26,2022-05-29,Ransomware,Media,1124743,6825029.92,US-001508,user_tracy23_1507,842a409325d35871da91a983e9afaa2d,Uruguay,2019-06-14,Correo Electronico,Media,2022-06-15
Reed-Weiss,Gobierno,Uruguay,100,BR-00255,2021-12-31,2022-04-17,Malware,Critica,4096577,1274613.57,US-007049,user_zhodges_7048,f18065c5b1250edde30a319df635df23,Ecuador,2017-12-11,Historial de Transacciones,Alta,2022-05-09
"Combs, Kent and Higgins",Retail,Argentina,50000,BR-00591,2025-02-15,2025-10-11,Explotacion de Vulnerabilidad Sin Parche,Media,3818309,18917371.19,US-001942,user_meganwhite_1941,539307a89878dd62e3318f7ca7714526,Ecuador,2019-06-20,Historial de Transacciones,Alta,2025-12-21
Ward Ltd,Finanzas,Chile,50,BR-00370,2025-11-05,2025-12-10,Configuracion Erronea de Servidor,Baja,642293,24769429.17,US-003547,user_mallen_3546,950918e20ec4a113d56a89a4996c02c7,Colombia,2021-06-05,Contrasena,Alta,2026-01-09
"Gibson, Lowe and Lawson",Tecnologia,Uruguay,25000,BR-00172,2024-11-06,2025-03-03,Inyeccion SQL,Critica,2611376,8914604.08,US-001256,user_smithtimothy_1255,6acb96e2fd2daf5ac65ca7e6294ef728,Colombia,2019-08-15,Contrasena,Alta,2025-03-14
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00632,2023-11-04,2024-03-05,Inyeccion SQL,Media,1943125,2028057.28,US-007233,user_sanchezshannon_7232,7ecc370b347cc73df309c3319bb2d6f1,Ecuador,2025-01-14,Direccion Fisica,Media,2024-05-14
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00739,2024-04-04,2024-08-06,Malware,Baja,1139702,20616641.93,US-005327,user_gibsonjeffrey_5326,1129b2b0eb991b85f547b431b8df2faf,Argentina,2020-04-11,Numero de Identificacion,Alta,2024-08-28
Baker-Stewart,Telecomunicaciones,Argentina,100,BR-00111,2022-12-11,2023-07-28,Inyeccion SQL,Critica,1820567,330125.63,US-007383,user_marybrown_7382,d3b2cfb3447d8fbe63719194e3fe736f,Mexico,2017-01-20,Numero de Tarjeta de Credito,Critica,2023-09-17
"Hunt, Brown and Hudson",Gobierno,Colombia,250,BR-00082,2023-06-30,2024-02-14,Ataque a Cadena de Suministro,Alta,3850548,8203938.09,US-007820,user_lrichardson_7819,d3d0c449045e02f54f0f94fc056eb5e2,Panama,2021-08-11,Nombre Completo,Baja,2024-04-07
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00793,2025-11-23,2026-05-14,Ransomware,Alta,4279612,4535132.34,US-007560,user_marcusmiddleton_7559,f521ceb6058e3879e367cde0423193fb,Colombia,2020-08-01,Numero de Tarjeta de Credito,Critica,2026-07-20
Lynn-Garcia,Energia,Mexico,25000,BR-00507,2023-03-05,2023-08-06,Ransomware,Media,4569914,4059532.53,US-002741,user_vwebster_2740,567dd84811869c4adea9c5cbb0457e99,Chile,2020-01-14,Numero de Tarjeta de Credito,Critica,2023-10-25
Perkins Inc,Telecomunicaciones,Costa Rica,10000,BR-00279,2024-08-28,2025-04-16,Explotacion de Vulnerabilidad Sin Parche,Baja,2965900,12304721.54,US-000023,user_xsalazar_22,3de1235c8a491df4d504c5278436b3aa,Uruguay,2026-03-24,Numero de Identificacion,Alta,2025-07-02
Murphy-Mullins,Retail,Ecuador,1000,BR-00116,2022-03-15,2022-10-21,Configuracion Erronea de Servidor,Alta,4500521,22977713.24,US-004339,user_areed_4338,db826a84ba4b6545371e3e1a12b3ed82,Panama,2023-05-25,Numero de Tarjeta de Credito,Critica,2022-12-27
Cruz PLC,Gobierno,Peru,100,BR-00515,2022-04-21,2022-05-18,Configuracion Erronea de Servidor,Media,437488,2725106.24,US-002174,user_brittany26_2173,020e107227c317ed0fb2ef01f968a210,Costa Rica,2021-12-12,Fecha de Nacimiento,Baja,2022-06-15
"Mason, Hanson and Graham",Gobierno,Chile,5000,BR-00270,2021-11-01,2021-12-26,Explotacion de Vulnerabilidad Sin Parche,Baja,3151259,2308402.17,US-006545,user_brendamarquez_6544,9fe31cde2172d9ddc376bc76bf9deb62,Brasil,2018-04-09,Numero de Tarjeta de Credito,Critica,2022-01-05
Little-Garcia,Manufactura,Panama,50,BR-00148,2024-08-14,2025-03-29,Ransomware,Alta,725688,19682579.42,US-000455,user_shannonwilson_454,1f4ec6c7e2ce80cbd0ed69ae54aac637,Mexico,2018-12-24,Fecha de Nacimiento,Baja,2025-05-31
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00553,2026-05-18,2026-07-29,Explotacion de Vulnerabilidad Sin Parche,Critica,2318535,11960283.0,US-001956,user_jeffersonbrittany_1955,469f64e6cc21307a7969a12798d60050,Argentina,2017-12-05,Historial Medico,Critica,2026-09-11
Freeman-Martin,Educacion,Colombia,2500,BR-00583,2025-03-30,2025-04-20,Phishing,Alta,2717084,985624.83,US-000973,user_adkinsgabriel_972,3706b98226e1e030418f22eca3659627,Uruguay,2024-12-10,Nombre Completo,Baja,2025-06-07
Collins-Harris,Educacion,Peru,1000,BR-00117,2024-10-02,2024-12-07,Malware,Alta,101798,852604.23,US-004900,user_zmartin_4899,7274efe68b0f3f20681a755aa1262e9a,Panama,2025-04-25,Numero de Identificacion,Alta,2025-02-05
"Mason, Hanson and Graham",Gobierno,Chile,5000,BR-00731,2024-01-05,2024-07-25,Insider Malicioso,Critica,3487858,2346377.66,US-001401,user_asteele_1400,f53abad8c239d1196f297262a026942a,Estados Unidos,2022-02-02,Numero Telefonico,Baja,2024-10-10
